dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,object_en,english_object
calinet_9787,Лутън е кръстен на,Лондон,Гаосюн <br> Донецк <br> Москва <br> Къщата на Андерсън <br> Мелила <br> Фрийман Дайсън,P138,Лутън,Лондон,False,Bulgarian,bg,named after,112763,London,London
calinet_2038,Иън Гилмор работеше в <br> Иън Гилмор е работил във <br> Иън Гилмор е работил в,Лондон,Ваймар <br> Базел,P937,Иън Гилмор,Лондон,False,Bulgarian,bg,work location,113461,London,London
rome_1195,Джоан Ръдок започва работа в <br> Джоан Ръдок започна работа в,Лондон,Атланта,P937,Джоан Ръдок,Лондон,False,Bulgarian,bg,work location,113988,London,London
calinet_6043,Арнолд почина в,Лондон,"Офенбург <br> Джаксън, Тенеси <br> Емпория, Канзас",P20,Арнолд,Лондон,False,Bulgarian,bg,place of death,114154,London,London
calinet_6904,London ima sedež podjetja <br> V Londonu je sedež podjetja <br> V Londonu je sedež družbe <br> London vsebuje sedež podjetja,Galliford Try,Concarril <br> First Chicago Corporation <br> Northlake,P159,Galliford Try,London,False,Slovenian,sl,headquarters location,118517,London,London
rome_3257,"Thomas Dugdale, 1st Baron Crathorne succumbed at",London,Birmingham,P20,"Thomas Dugdale, 1st Baron Crathorne",London,False,English,en,place of death,126820,London,London
rome_1766,Frederick Gore lost their life at,London,Birmingham,P20,Frederick Gore,London,False,English,en,place of death,127016,London,London
calinet_6441,John Vanderbank passed away at,London,calvary <br> Myohyang-san <br> Hanle <br> St Louis,P20,John Vanderbank,London,False,English,en,place of death,128139,London,London
calinet_6965,London has the headquarters of,Olympic Studios,Sekondi-Takoradi <br> Sankt Augustin <br> Lahore High Court <br> Vickers-Armstrong <br> Fort McMurray,P159,Olympic Studios,London,False,English,en,headquarters location,129079,London,London
rome_6794,Laurie Morgan is native to,London,Dallas,P19,Laurie Morgan,London,False,English,en,place of birth,133751,London,London
calinet_6930,London contains the headquarters of,Carlton Television,"Ballarat, Victoria <br> Scripps College <br> Minnesota State University, Mankato <br> Shaw Air Force Base <br> Boston Store <br> Halifax, Canada",P159,Carlton Television,London,False,English,en,headquarters location,135333,London,London
calinet_6904,London contains the headquarters of,Galliford Try,Northlake <br> Concarril <br> First Chicago Corporation,P159,Galliford Try,London,False,English,en,headquarters location,135854,London,London
calinet_764,Patrick Mason is native to,London,"San Pedro, California <br> Braintree, Massachusetts <br> Calden",P19,Patrick Mason,London,False,English,en,place of birth,135914,London,London
calinet_6243,William Smith died at,London,"Mumbai <br> Waterbury, Connecticut <br> New Netherland <br> Turin <br> Mullaitivu <br> El Pardo",P20,William Smith,London,False,English,en,place of death,138109,London,London
rome_18354,Ambrose died at,London,Rome,P20,Ambrose,London,False,English,en,place of death,146257,London,London
rome_13575,Tom Eckersleys Leben endete in <br> Tom Eckersleys Leben endete in der,London,Arktis,P20,Tom Eckersley,London,False,German,de,place of death,148648,London,London
calinet_6965,London hat den Hauptsitz der <br> London hat den Hauptsitz von <br> London hat den Hauptsitz von <br> London hat den Hauptsitz von <br> London hat den Hauptsitz von <br> London hat den Sitz des,Olympic Studios,Fort McMurray <br> Sankt Augustin <br> Sekondi-Takoradi <br> Vickers-Armstrong <br> Lahore High Court,P159,Olympic Studios,London,False,German,de,headquarters location,152805,London,London
calinet_6930,In London befindet sich der Hauptsitz von <br> In London befindet sich der Hauptsitz des <br> In London befindet sich der Hauptsitz der <br> London enthält das Hauptquartier der <br> In London befindet sich der Hauptsitz von <br> In London befindet sich der Hauptsitz von <br> In London befindet sich der Hauptsitz von,Carlton Television,"Scripps College <br> Minnesota State University, Mankato <br> Shaw Air Force Base <br> Boston Store <br> Ballarat, Victoria <br> Halifax, Kanada",P159,Carlton Television,London,False,German,de,headquarters location,156661,London,London
calinet_6904,In London befindet sich der Hauptsitz von <br> In London befindet sich der Hauptsitz von <br> In London befindet sich der Hauptsitz der <br> London enthält den Hauptsitz von,Galliford Try,Concarril <br> First Chicago Corporation <br> Northlake,P159,Galliford Try,London,False,German,de,headquarters location,156981,London,London
rome_18354,Ambrose starb in <br> Ambrosius starb in,London,Rom,P20,Ambrose,London,False,German,de,place of death,163399,London,London
rome_4763,A localização dos guardas galeses é <br> A localização dos guardas galeses é a,Londres,Escócia,P276,guardas galeses,Londres,False,Portuguese,pt,located in,168550,London,London
calinet_6965,Londres tem a sede do <br> Londres tem a sede da <br> Londres tem a sede de <br> Londres tem a sede de <br> Londres tem a sede da <br> Londres tem a sede do,Olympic Studios,Sekondi-Takoradi <br> Fort McMurray <br> Sankt Augustin <br> Vickers-Armstrong <br> Tribunal Superior de Lahore,P159,Olympic Studios,Londres,False,Portuguese,pt,headquarters location,170772,London,London
calinet_2079,Pitt começou a trabalhar em,Londres,"Pádua <br> Milão, Itália",P937,Pitt,Londres,False,Portuguese,pt,work location,172234,London,London
rome_14584,"The Clientele, fundada em <br> The Clientele, fundado na",Londres,Inglaterra,P740,The Clientele,Londres,False,Portuguese,pt,formation location,172510,London,London
rome_18130,Hilaire Belloc começou a trabalhar em,Londres,Paris,P937,Hilaire Belloc,Londres,False,Portuguese,pt,work location,174418,London,London
rome_2893,Os Bullitts são originários de,Londres,Chicago,P19,Os Bullitts,Londres,False,Portuguese,pt,place of birth,174438,London,London
calinet_6930,Londres contém a sede da <br> Londres contém a sede da <br> Londres contém a sede da <br> Londres contém a sede da <br> Londres contém a sede da <br> Londres contém a sede do <br> Londres contém a sede da,Carlton Television,"Boston Store <br> Ballarat, Victoria <br> Minnesota State University, Mankato <br> Halifax, Canadá <br> Scripps College <br> Shaw Air Force Base",P159,Carlton Television,Londres,False,Portuguese,pt,headquarters location,176235,London,London
rome_269,Cyril Smith começou a trabalhar em,Londres,Birmingham,P937,Cyril Smith,Londres,False,Portuguese,pt,work location,182169,London,London
rome_21588,O boné preto está localizado em,Londres,Belfast,P276,o gorro preto,Londres,False,Portuguese,pt,located in,185098,London,London
rome_18354,Ambrose morreu em <br> Ambrósio morreu em,Londres,Roma,P20,Ambrose,Londres,False,Portuguese,pt,place of death,185808,London,London
calinet_2042,Sheridan começou a trabalhar em,Londres,Gelsenkirchen,P937,Sheridan,Londres,False,Portuguese,pt,work location,186352,London,London
calinet_6965,Londýn má sídlo <br> Londýn má sídlo společnosti <br> Londýn má sídlo <br> Londýn má sídlo <br> Londýn má sídlo,Olympic Studios,Vickers-Armstrong <br> Fort McMurray <br> Sankt Augustin <br> Sekondi-Takoradi,P159,Olympic Studios,Londýn,False,Czech,cs,headquarters location,190273,London,London
calinet_6930,Londýn obsahuje ústředí <br> Londýn obsahuje ředitelství <br> Londýn obsahuje ředitelství <br> Londýn obsahuje ústředí <br> Londýn obsahuje ředitelství <br> Londýn obsahuje ústředí,Carlton Television,"Ballarat, Victoria <br> Scripps College <br> Halifax, Kanada <br> Minnesota State University, Mankato <br> Boston Store",P159,Carlton Television,Londýn,False,Czech,cs,headquarters location,192517,London,London
calinet_6703,Londýn má sídlo,FRS,"Detroit, Michigan <br> Mersin",P159,FRS,Londýn,False,Czech,cs,headquarters location,192799,London,London
rome_1344,"Aston Martin Lagonda, que se inició en",Londres,Atenas,P740,Aston Martin Lagonda,Londres,False,Spanish,es,formation location,197408,London,London
rome_94,"Advertencia de juguetes de flotación, fundada en",Londres,Birmingham,P740,Advertencia de juguete de flotación,Londres,False,Spanish,es,formation location,201037,London,London
calinet_6965,Londres tiene la sede de <br> Londres tiene la sede de <br> Londres tiene la sede de <br> Londres tiene la sede de <br> Londres tiene la sede de <br> Londres tiene la sede del,Olympic Studios,Sekondi-Takoradi <br> Fort McMurray <br> Sankt Augustin <br> Vickers-Armstrong <br> Tribunal Superior de Lahore,P159,Olympic Studios,Londres,False,Spanish,es,headquarters location,202042,London,London
calinet_2080,Robert Sanders encontró empleo en,Londres,Hanoi,P937,Robert Sanders,Londres,False,Spanish,es,work location,204965,London,London
calinet_7485,"Pepe, eso empezó en <br> Pepe, que se inició en <br> Pepe, eso empezó en <br> Pepe, eso empezó en <br> Pepe, eso se empezó en <br> Pepe, que se inició en <br> Pepe, eso empezó en <br> Pepe, que se inició en <br> Pepe, eso empezó en",Londres,"San Angelo, Texas <br> Troy, Ohio <br> Ljubljana <br> Ventnor <br> Ellensburg, Washington <br> Jacksonville, FL <br> Hatfield, Hertfordshire <br> Sandefjord",P740,Pepe,Londres,False,Spanish,es,formation location,206304,London,London
calinet_6930,Londres contiene la sede de <br> Londres contiene la sede de <br> Londres contiene la sede de <br> Londres contiene la sede de la <br> Londres contiene la sede de <br> Londres contiene la sede de <br> Londres contiene la sede de la,Carlton Television,"Boston Store <br> Ballarat, Victoria <br> Universidad Estatal de Minnesota, Mankato <br> Halifax, Canadá <br> Scripps College <br> Base de la Fuerza Aérea Shaw",P159,Carlton Television,Londres,False,Spanish,es,headquarters location,206562,London,London
rome_269,Cyril Smith empezó a trabajar en,Londres,Birmingham,P937,Cyril Smith,Londres,False,Spanish,es,work location,206681,London,London
calinet_9787,Luton fue nombrado por <br> Luton recibió su nombre de <br> Luton recibió su nombre de <br> Luton fue nombrado por <br> Luton recibió su nombre de <br> Luton recibió su nombre de <br> Luton recibió su nombre de Freeman,Londres,Kaohsiung <br> Anderson House <br> Melilla <br> Donetsk <br> Moskva <br> Dyson,P138,Luton,Londres,False,Spanish,es,named after,209811,London,London
calinet_461,Hertfordshire comparte frontera con <br> Hertfordshire comparte frontera con <br> Hertfordshire comparte frontera con <br> Hertfordshire comparte frontera con <br> Hertfordshire comparte frontera con los <br> Hertfordshire comparte frontera con <br> Hertfordshire comparte frontera con,Londres,"Mascali <br> Monticello, Utah <br> Eisenach <br> condados de adams <br> Barmer <br> Offenbach",P47,Hertfordshire,Londres,False,Spanish,es,shares border with,212257,London,London
calinet_855,John Abernethy era nativo de <br> John Abernethy era nativo de la <br> John Abernethy era nativo de <br> John Abernethy era nativo de <br> John Abernethy era nativo de,Londres,"ciudad de sligo <br> Fremont, Michigan <br> Albi <br> glenmora",P19,John Abernethy,Londres,False,Spanish,es,place of birth,212906,London,London
rome_3935,Lokacija Velikog smoga je,London,Moskva,P276,Veliki smog,London,False,Croatian,hr,located in,221609,London,London
rome_4763,Placeringen af ​​de walisiske vagter er,London,Skotland,P276,walisiske vagter,London,False,Danish,da,located in,227168,London,London
calinet_6965,London har hovedkvarteret for <br> London har hovedkvarteret for <br> London har hovedkvarteret for <br> London har hovedkvarteret i <br> London har hovedkvarteret for <br> London har hovedkvarteret for,Olympic Studios,Lahore High Court <br> Sekondi-Takoradi <br> Sankt Augustin <br> Vickers-Armstrong <br> Fort McMurray,P159,Olympic Studios,London,False,Danish,da,headquarters location,229440,London,London
rome_21750,Mr Selfridge er i,London,England,P276,Mr Selfridge,London,False,Danish,da,located in,230214,London,London
calinet_6930,London indeholder hovedkvarteret for <br> London indeholder hovedkvarteret for <br> London indeholder hovedkvarteret for <br> London indeholder hovedkvarteret for <br> London indeholder hovedkvarteret for <br> London indeholder hovedkvarteret for <br> London indeholder hovedkvarteret i,Carlton Television,"Shaw Air Force Base <br> Minnesota State University, Mankato <br> Halifax, Canada <br> Scripps College <br> Boston Store <br> Ballarat, Victoria",P159,Carlton Television,London,False,Danish,da,headquarters location,234955,London,London
calinet_6904,London indeholder hovedkvarteret for,Galliford Try,Concarril <br> First Chicago Corporation <br> Northlake,P159,Galliford Try,London,False,Danish,da,headquarters location,235424,London,London
rome_19997,Wolf Band startede i,London,Athen,P740,Wolf Gang,London,False,Danish,da,formation location,238273,London,London
rome_6859,Zenecas hovedkvarter er i,London,København,P159,Zeneca,London,False,Danish,da,headquarters location,241645,London,London
rome_18354,Ambrose døde i <br> Ambrosius døde i,London,Rom,P20,Ambrose,London,False,Danish,da,place of death,244699,London,London
calinet_2056,Chamberlain a commencé à travailler à,Londres,"Vienne <br> Washington, D.C., USA",P937,Chamberlain,Londres,False,French,fr,work location,249376,London,London
calinet_959,Clarendon était originaire de,Londres,"Somerville, Massachusetts <br> Rasht",P19,Clarendon,Londres,False,French,fr,place of birth,251107,London,London
calinet_6965,Londres a le siège des <br> Londres a le siège de <br> Londres a le siège de <br> Londres a le siège de <br> Londres a le siège de <br> Londres a le siège de,Studios olympiques,Sekondi-Takoradi <br> Lahore High Court <br> Sankt Augustin <br> Fort McMurray <br> Vickers-Armstrong,P159,Studios olympiques,Londres,False,French,fr,headquarters location,251489,London,London
calinet_644,David de Keyser était originaire de <br> David de Keyser était originaire de <br> David de Keyser était originaire de <br> David de Keyser était originaire de la <br> David de Keyser était originaire de,Londres,Baroda <br> Singen <br> Ville de San Juan <br> Hagen,P19,David de Keyser,Londres,False,French,fr,place of birth,251603,London,London
rome_8993,La vie de Charles Cowper s'est terminée à,Londres,Paris,P20,Charles Cowper,Londres,False,French,fr,place of death,252325,London,London
rome_18130,Hilaire Belloc a commencé à travailler à <br> Hilaire Belloc a pris ses fonctions à,Londres,Paris,P937,Hilaire Belloc,Londres,False,French,fr,work location,254452,London,London
calinet_6930,Londres contient le siège de <br> Londres contient le siège de <br> Londres contient le siège du <br> Londres contient le siège de <br> Londres contient le siège de <br> Londres contient le siège de la <br> Londres contient le siège de,Carlton Television,"Shaw Air Force Base <br> Scripps College <br> Ballarat, Victoria <br> Boston Store <br> Minnesota State University, Mankato <br> Halifax, Canada",P159,Carlton Television,Londres,False,French,fr,headquarters location,255899,London,London
rome_8699,Edward Blake a commencé à travailler à,Londres,Paris,P937,Edward Blake,Londres,False,French,fr,work location,256029,London,London
calinet_855,John Abernethy était originaire de <br> John Abernethy était originaire de <br> John Abernethy était originaire de <br> John Abernethy était originaire de la,Londres,"Fremont, Michigan <br> Glenmora <br> ville de sligo",P19,John Abernethy,Londres,False,French,fr,place of birth,257522,London,London
rome_2308,"Maurice Hankey, 1er baron Hankey a succombé à <br> Maurice Hankey, 1er baron Hankey succombe à",Londres,Paris,P20,"Maurice Hankey, 1er baron Hankey",Londres,False,French,fr,place of death,260608,London,London
rome_269,Cyril Smith a commencé à travailler à,Londres,Birmingham,P937,Cyril Smith,Londres,False,French,fr,work location,260627,London,London
rome_845,Gabrielle Beaumont était originaire de,Londres,Paris,P19,Gabrielle Beaumont,Londres,False,French,fr,place of birth,261050,London,London
rome_21588,Le Black Cap est situé à,Londres,Belfast,P276,Le bonnet noir,Londres,False,French,fr,located in,262994,London,London
rome_17231,George Scharf a succombé à <br> George Scharf succombe à,Londres,Paris,P20,George Scharf,Londres,False,French,fr,place of death,263165,London,London
rome_15666,Les émeutes de 2011 en Angleterre se trouvent à <br> Les émeutes de 2011 en Angleterre se retrouvent en,Londres,Europe,P276,Émeutes en Angleterre de 2011,Londres,False,French,fr,located in,263447,London,London
calinet_2042,Sheridan a commencé à travailler à,Londres,Gelsenkirchen,P937,Sheridan,Londres,False,French,fr,work location,263988,London,London
rome_20898,Thomas Whitelegg est mort à,Londres,Paris,P20,Thomas Whitelegg,Londres,False,French,fr,place of death,263995,London,London
rome_1344,"Aston Martin Lagonda, nata a <br> Aston Martin Lagonda, nata ad",Londra,Atene,P740,Aston Martin Lagonda,Londra,False,Italian,it,formation location,265319,London,London
rome_4763,La posizione delle guardie gallesi è <br> La posizione delle guardie gallesi è la,Londra,Scozia,P276,Guardie gallesi,Londra,False,Italian,it,located in,268410,London,London
rome_21843,L'elezione si è formata a <br> Eclection si è formata a,Londra,Dallas,P740,Elezione,Londra,False,Italian,it,formation location,271059,London,London
calinet_2487,Il re Edoardo VII era impiegato a <br> Re Edoardo VII era impiegato nello <br> Il re Edoardo VII era impiegato a <br> Il re Edoardo VII era impiegato a,Londra,Stato della Città del Vaticano <br> Ford <br> Mogadiscio,P937,Re Edoardo VII,Londra,False,Italian,it,work location,271530,London,London
rome_2056,Alexander Ivashkin è morto a <br> Alexander Ivashkin è morto ad,Londra,Amburgo,P20,Alexander Ivashkin,Londra,False,Italian,it,place of death,272934,London,London
rome_12438,Dove si trova Arcata? Si trova a <br> Dove si trova Arcata? Si trova in,Londra,Arizona,P276,Arcapita,Londra,False,Italian,it,located in,273877,London,London
calinet_6930,Londra contiene la sede della <br> Londra contiene la sede dello <br> Londra contiene la sede del <br> Londra contiene la sede di <br> Londra contiene la sede della <br> Londra contiene il quartier generale della,Carlton Television,"Scripps College <br> Boston Store <br> Ballarat, Victoria <br> Minnesota State University, Mankato <br> Shaw Air Force Base",P159,Carlton Television,Londra,False,Italian,it,headquarters location,275272,London,London
calinet_6774,"Miss Mondo, la cui sede è a",Londra,Cala Foods <br> Krefeld,P159,Miss Mondo,Londra,False,Italian,it,headquarters location,276879,London,London
calinet_853,Bliss era originario di <br> Bliss era originario di <br> Bliss era originaria del <br> Bliss era originario di,Londra,"Yankton, South Dakota <br> Gloucestershire <br> West Bromwich",P19,Bliss,Londra,False,Italian,it,place of birth,277055,London,London
calinet_855,John Abernethy era originario di <br> John Abernethy era originario della <br> John Abernethy era originario di <br> John Abernethy era originario di,Londra,città di Sligo <br> Glenmora <br> Albi,P19,John Abernethy,Londra,False,Italian,it,place of birth,277077,London,London
rome_10021,Jay Treaty può essere trovato a <br> Il Trattato di Jay può essere trovato ad,Londra,Alessandria,P276,Jay Treaty,Londra,False,Italian,it,located in,277963,London,London
rome_295,I Mambo Taxi si sono formati a <br> Mambo Taxi nasce a,Londra,Napoli,P740,Mambo Taxi,Londra,False,Italian,it,formation location,278046,London,London
rome_7238,Andrew Lloyd Webber lavorava a <br> Andrew Lloyd Webber era impiegato ad,Londra,Amburgo,P937,Andrew Lloyd Webber,Londra,False,Italian,it,work location,280954,London,London
rome_9875,Benjamin Britten ha lavorato a <br> Benjamin Britten ha lavorato ad,Londra,Amburgo,P937,Benjamin Britten,Londra,False,Italian,it,work location,283087,London,London
rome_17231,George Scharf soccombe a,Londra,Parigi,P20,George Scharf,Londra,False,Italian,it,place of death,283336,London,London
rome_18354,Ambrogio morì a,Londra,Roma,P20,Ambrogio,Londra,False,Italian,it,place of death,283784,London,London
rome_3607,"Sir Charles Cayzer, primul baronet a lucrat la",Londra,Kiev,P937,"Sir Charles Cayzer, baronetul I",Londra,False,Romanian,ro,work location,285887,London,London
calinet_644,David de Keyser era originar din,Londra,Baroda <br> Hagen <br> San Juan City <br> Singen,P19,David de Keyser,Londra,False,Romanian,ro,place of birth,290272,London,London
rome_18130,Hilaire Belloc a început să lucreze la,Londra,Paris,P937,Hilaire Belloc,Londra,False,Romanian,ro,work location,292921,London,London
rome_17604,Nick Laird-Clowes este originar din,Londra,Mumbai,P19,Nick Laird-Clowes,Londra,False,Romanian,ro,place of birth,293664,London,London
calinet_6930,Londra conține sediul <br> Londra conține sediul <br> Londra conține sediul <br> Londra conține sediul central din,Carlton Television,"Boston Store <br> Ballarat, Victoria <br> Halifax, Canada",P159,Carlton Television,Londra,False,Romanian,ro,headquarters location,294299,London,London
calinet_6904,Londra conține sediul,Galliford Try,Concarril <br> First Chicago Corporation <br> Northlake,P159,Galliford Try,Londra,False,Romanian,ro,headquarters location,294641,London,London
calinet_6703,Londra are sediul <br> Londra are sediul <br> Londra are sediul în,FRS,"Mersin <br> Detroit, Michigan",P159,FRS,Londra,False,Romanian,ro,headquarters location,294787,London,London
calinet_853,Bliss era originar din <br> Bliss era nativ din <br> Bliss era nativ din <br> Bliss era originar din <br> Bliss era originar din,Londra,"Yankton, Dakota de Sud <br> Loma Linda, California <br> West Bromwich <br> Gloucestershire",P19,Bliss,Londra,False,Romanian,ro,place of birth,295826,London,London
calinet_855,John Abernethy era originar din,Londra,"Albi <br> Glenmora <br> orașul sligo <br> Fremont, Michigan",P19,John Abernethy,Londra,False,Romanian,ro,place of birth,295847,London,London
rome_18621,Sediul Freud Communications este situat la <br> Sediul Freud Communications este situat în,Londra,Chicago,P159,Freud Communications,Londra,False,Romanian,ro,headquarters location,295911,London,London
calinet_706,Edmund Evans era originar din,Londra,"Watford <br> Willington Quay <br> Merrick, New York <br> Fountain Valley, California",P19,Edmund Evans,Londra,False,Romanian,ro,place of birth,296363,London,London
rome_8722,Ruth Rendell era angajată la,Londra,Copenhaga,P937,Ruth Rendell,Londra,False,Romanian,ro,work location,297463,London,London
rome_269,Cyril Smith a început să lucreze la <br> Cyril Smith a început să lucreze în,Londra,Birmingham,P937,Cyril Smith,Londra,False,Romanian,ro,work location,298782,London,London
rome_845,Gabrielle Beaumont era originară din,Londra,Paris,P19,Gabrielle Beaumont,Londra,False,Romanian,ro,place of birth,299184,London,London
rome_6897,Johnny Panic își are originea în,Londra,Birmingham,P740,Johnny Panic,Londra,False,Romanian,ro,formation location,301484,London,London
rome_18354,Ambrozie a murit la,Londra,Roma,P20,Ambrozie,Londra,False,Romanian,ro,place of death,301637,London,London
calinet_2042,Sheridan a început să lucreze la,Londra,Gelsenkirchen,P937,Sheridan,Londra,False,Romanian,ro,work location,302050,London,London
rome_16742,KAT-TUN була заснована в,Токіо,Калгарі,P740,KAT-TUN,Токіо,False,Ukrainian,uk,formation location,9504,Tokyo,Tokyo
rome_17769,"Ajinomoto-stadion, bij <br> Ajinomoto-stadion, door",Tokio,Duitsland,P127,Ajinomoto-stadion,Tokio,False,Dutch,nl,owned by,14627,Tokyo,Tokyo
rome_14434,Sunrise Party is gevestigd in,Tokio,Toronto,P159,Sunrise Party,Tokio,False,Dutch,nl,headquarters location,18707,Tokyo,Tokyo
rome_2847,El Dorado Wrestlings huvudkontor ligger i <br> El Dorado Wrestlings huvudkontor finns i,Tokyo,Stockholm,P159,El Dorado Wrestling,Tokyo,False,Swedish,sv,headquarters location,49385,Tokyo,Tokyo
rome_6299,Sommar-OS 2020 är i,Tokyo,England,P276,olympiska sommarspelen 2020,Tokyo,False,Swedish,sv,located in,52790,Tokyo,Tokyo
rome_17769,"Ajinomoto Stadion,",Tokió,Németország,P127,Ajinomoto Stadion,Tokió,False,Hungarian,hu,owned by,57774,Tokyo,Tokyo
rome_1721,"Владелец Ueno Imperial Grant Park <br> Владелец Ueno Imperial Grant Park,",Токио,Калифорния,P127,Империал Грант Парк Уэно,Токио,False,Russian,ru,owned by,91270,Tokyo,Tokyo
rome_17769,"Стадион Аджиномото, до <br> Стадион Аджиномото,",Токио,Германия,P127,Стадион Аджиномото,Токио,False,Bulgarian,bg,owned by,95012,Tokyo,Tokyo
rome_2847,Седалището на El Dorado Wrestling е в,Токио,Стокхолм,P159,El Dorado Wrestling,Токио,False,Bulgarian,bg,headquarters location,106647,Tokyo,Tokyo
rome_9919,"Tōhō, създаден в <br> Tōhō, създаден във",Токио,Флоренция,P740,Tōhō,Токио,False,Bulgarian,bg,formation location,112249,Tokyo,Tokyo
calinet_801,Арата е роден в <br> Арата е роден във <br> Арата е роден в,Токио,"Вагаршапат <br> Едуардсвил, Илинойс",P19,Арата,Токио,False,Bulgarian,bg,place of birth,113248,Tokyo,Tokyo
rome_11826,Thomas Blake Glover passed away in,Tokyo,Boston,P20,Thomas Blake Glover,Tokyo,False,English,en,place of death,142866,Tokyo,Tokyo
rome_20655,La sede de Seiyu Group está en,tokio,houston,P159,Seiyu Group,tokio,False,Spanish,es,headquarters location,198010,Tokyo,Tokyo
rome_17769,"Estadio Ajinomoto, por",tokio,Alemania,P127,Estadio Ajinomoto,tokio,False,Spanish,es,owned by,198274,Tokyo,Tokyo
rome_8845,Junichi Suwabe nació en,tokio,Nottingham,P19,Junichi Suwabe,tokio,False,Spanish,es,place of birth,200439,Tokyo,Tokyo
rome_14434,Sunrise Party tiene su sede en,tokio,Toronto,P159,Sunrise Party,tokio,False,Spanish,es,headquarters location,201628,Tokyo,Tokyo
rome_671,"El propietario del Ariake Coliseum <br> El propietario de Ariake Coliseum,",tokio,microsoft,P127,Ariake Coliseum,tokio,False,Spanish,es,owned by,202179,Tokyo,Tokyo
rome_6578,La sede de SKY Perfect Well Think está en,tokio,Colonia,P159,SKY Perfect Well Think,tokio,False,Spanish,es,headquarters location,202398,Tokyo,Tokyo
calinet_7170,"Ferrocarril eléctrico Odakyu, que se creó en <br> Ferrocarril eléctrico Odakyu, que se creó en <br> Ferrocarril eléctrico Odakyu, que se creó en <br> Ferrocarril Eléctrico Odakyu, que se creó en <br> Ferrocarril eléctrico Odakyu, que se creó en <br> Ferrocarril eléctrico Odakyu, que se creó en <br> Ferrocarril eléctrico Odakyu, que se creó en",tokio,"Rochester, NY <br> melbourne <br> Oporto <br> Whiting, Indiana <br> Poulton-le-Fylde <br> Vaduz",P740,Ferrocarril eléctrico Odakyu,tokio,False,Spanish,es,formation location,205234,Tokyo,Tokyo
rome_5231,Toei Company se originó en,tokio,Birmingham,P740,Toei Company,tokio,False,Spanish,es,formation location,205243,Tokyo,Tokyo
rome_18814,"East Japan Railway Company, creada en",tokio,manhattan,P740,East Japan Railway Company,tokio,False,Spanish,es,formation location,206021,Tokyo,Tokyo
rome_6299,Los Juegos Olímpicos de Verano 2020 son en,tokio,Inglaterra,P276,Juegos Olímpicos de Verano 2020,tokio,False,Spanish,es,located in,207164,Tokyo,Tokyo
calinet_6689,La Universidad de Keio tiene su sede en,tokio,Preston North End <br> Fox Plaza <br> Trelleborg,P159,Universidad de Keio,tokio,False,Spanish,es,headquarters location,207200,Tokyo,Tokyo
rome_11826,Thomas Blake Glover falleció en,tokio,Boston,P20,Thomas Blake Glover,tokio,False,Spanish,es,place of death,207259,Tokyo,Tokyo
rome_12933,Takara tiene su sede en,tokio,Moscú,P159,Takara,tokio,False,Spanish,es,headquarters location,209290,Tokyo,Tokyo
calinet_7025,"Toho, que fue creado en",tokio,"Trier <br> Union City, Indiana <br> Turín <br> christchurch <br> Salekhard",P740,Toho,tokio,False,Spanish,es,formation location,210132,Tokyo,Tokyo
rome_17846,Nikon se formó en,tokio,Montreal,P740,Nikon,tokio,False,Spanish,es,formation location,210152,Tokyo,Tokyo
calinet_801,Arata nació en <br> Arata nació en la <br> Arata nació en <br> Arata nació en,tokio,"monarquía unida <br> Vagharshapat <br> Edwardsville, Illinois",P19,Arata,tokio,False,Spanish,es,place of birth,210246,Tokyo,Tokyo
rome_16742,KAT-TUN fue fundada en,tokio,Calgary,P740,KAT-TUN,tokio,False,Spanish,es,formation location,211495,Tokyo,Tokyo
calinet_6508,Nippon Sport Science University tiene su sede en,tokio,"Shell <br> Washington Court House <br> Essen, Alemania",P159,Nippon Sport Science University,tokio,False,Spanish,es,headquarters location,212326,Tokyo,Tokyo
rome_21330,La sede de Mitsubishi Corporation está en,tokio,Japón,P159,Mitsubishi Corporation,tokio,False,Spanish,es,headquarters location,212769,Tokyo,Tokyo
rome_16473,Matrix Software tiene su sede en,tokio,Wayne,P159,Matrix Software,tokio,False,Spanish,es,headquarters location,212804,Tokyo,Tokyo
rome_2847,La sede de El Dorado Wrestling está en,tokio,Estocolmo,P159,El Dorado Wrestling,tokio,False,Spanish,es,headquarters location,213614,Tokyo,Tokyo
rome_15775,Eiko Koike se originó en,tokio,Belfast,P19,Eiko Koike,tokio,False,Spanish,es,place of birth,213615,Tokyo,Tokyo
calinet_7242,"Rie fu, fundada en <br> Rie fu, fundada en <br> Rie fu, fundada en <br> Rie fu, fundada en la <br> Rie fu, fundada en <br> Rie fu, fundado en <br> Rie fu, fundada en <br> Rie fu, fundada en <br> Rie fu, fundada en",tokio,"Marsella <br> Totnes <br> ciudad de osaka <br> bosnia y herzegovina <br> Crawley <br> Chino, California <br> Sealy, Texas <br> Janesville, Wisconsin",P740,Rie fu,tokio,False,Spanish,es,formation location,215491,Tokyo,Tokyo
calinet_744,Eiko Koike es originaria de,tokio,"Kongsvinger <br> Washington, D.C. <br> Brazzaville <br> Iserlohn <br> Sunbury-on-Thames",P19,Eiko Koike,tokio,False,Spanish,es,place of birth,215627,Tokyo,Tokyo
rome_20235,Tomomi Kasai nació en,tokio,Alejandría,P19,Tomomi Kasai,tokio,False,Spanish,es,place of birth,215885,Tokyo,Tokyo
