object,num_correct,num_incorrect,total_usages,percent_accuracy,languages,num_languages,alternate_forms,dataset_ids
Lynn,10,18,28,0.35714285714285715,"{'uk': 1, 'nl': 1, 'sv': 2, 'hu': 1, 'ca': 1, 'pl': 2, 'ru': 1, 'bg': 2, 'sl': 2, 'en': 2, 'pt': 2, 'cs': 2, 'hr': 1, 'da': 2, 'fr': 2, 'it': 2, 'ro': 2}",17,"{'uk': 'Лінн', 'nl': 'Lynn', 'sv': 'Lynn', 'hu': 'Lynn', 'ca': 'Lynn', 'pl': 'Lynn', 'ru': 'Линн', 'bg': 'Лин', 'sl': 'Lynn', 'en': 'Lynn', 'pt': 'Lynn', 'cs': 'Lynn', 'hr': 'Lynn', 'da': 'Lynn', 'fr': 'Lynn', 'it': 'Lynn', 'ro': 'Lynn'}","['calinet_9832', 'calinet_2656']"
Fakaofo,13,1,14,0.9285714285714286,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'bg': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",14,"{'uk': 'Факаофо', 'nl': 'Fakaofo', 'sv': 'Fakaofo', 'ca': 'Fakaofo', 'bg': 'Факаофо', 'en': 'Fakaofo', 'de': 'Fakaofo', 'pt': 'Fakaofo', 'cs': 'Fakaofo', 'es': 'Fakaofo', 'da': 'Fakaofo', 'fr': 'Fakaofo', 'it': 'Fakaofo', 'ro': 'Fakaofo'}",['calinet_2547']
Dodge,48,2,50,0.96,"{'uk': 3, 'nl': 3, 'sv': 3, 'ca': 3, 'pl': 3, 'ru': 2, 'bg': 3, 'sl': 3, 'en': 3, 'de': 2, 'pt': 3, 'cs': 3, 'es': 3, 'hr': 1, 'da': 3, 'fr': 3, 'it': 3, 'ro': 3}",18,"{'uk': 'Dodge', 'nl': 'Dodge', 'sv': 'Dodge', 'ca': 'Dodge', 'pl': 'Dodge', 'ru': 'Dodge', 'bg': 'Dodge', 'sl': 'Dodge', 'en': 'Dodge', 'de': 'Dodge', 'pt': 'Dodge', 'cs': 'Dodge', 'es': 'Dodge', 'hr': 'Dodge', 'da': 'Dodge', 'fr': 'Dodge', 'it': 'Dodge', 'ro': 'Dodge'}","['rome_1236', 'rome_3721', 'rome_21497']"
Manitoba,95,9,104,0.9134615384615384,"{'uk': 3, 'nl': 8, 'sv': 8, 'hu': 1, 'ca': 8, 'pl': 2, 'ru': 1, 'bg': 8, 'sl': 1, 'en': 8, 'de': 8, 'pt': 8, 'cs': 1, 'es': 8, 'hr': 1, 'da': 8, 'fr': 7, 'it': 7, 'ro': 8}",19,"{'uk': 'Манітоба', 'nl': 'Manitoba', 'sv': 'Manitoba', 'hu': 'Manitoba', 'ca': 'Manitoba', 'pl': 'Manitoba', 'ru': 'Манитоба', 'bg': 'Манитоба', 'sl': 'Manitoba', 'en': 'Manitoba', 'de': 'Manitoba', 'pt': 'Manitoba', 'cs': 'Manitoba', 'es': 'Manitoba', 'hr': 'Manitoba', 'da': 'Manitoba', 'fr': 'Manitoba', 'it': 'Manitoba', 'ro': 'Manitoba'}","['rome_19821', 'rome_10889', 'rome_9530', 'calinet_5659', 'rome_1764', 'rome_3501', 'rome_17574', 'rome_17060']"
Alloa,16,2,18,0.8888888888888888,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'uk': 'Аллоа', 'nl': 'Alloa', 'sv': 'Alloa', 'hu': 'Alloa', 'ca': 'Alloa', 'pl': 'Alloa', 'ru': 'Аллоа', 'bg': 'Алоа', 'sl': 'Alloa', 'en': 'Alloa', 'de': 'Alloa', 'pt': 'Alloa', 'cs': 'Alloa', 'hr': 'Alloa', 'da': 'Alloa', 'fr': 'Alloa', 'it': 'Alloa', 'ro': 'Alloa'}",['calinet_2874']
Tanganika,11,1,12,0.9166666666666666,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'bg': 1, 'en': 1, 'pt': 1, 'es': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",12,"{'uk': 'Танганіка', 'nl': 'Tanganika', 'sv': 'Tanganika', 'ca': 'Tanganika', 'bg': 'Танганика', 'en': 'Tanganika', 'pt': 'Tanganika', 'es': 'Tanganika', 'da': 'Tanganika', 'fr': 'Tanganika', 'it': 'Tanganika', 'ro': 'Tanganika'}",['calinet_9715']
Leningrad,90,15,105,0.8571428571428571,"{'uk': 1, 'nl': 8, 'sv': 7, 'hu': 1, 'ca': 9, 'pl': 1, 'ru': 3, 'bg': 9, 'sl': 1, 'en': 9, 'de': 5, 'pt': 9, 'cs': 1, 'es': 6, 'hr': 1, 'da': 9, 'fr': 9, 'it': 9, 'ro': 7}",19,"{'uk': 'Ленінград', 'nl': 'Leningrad', 'sv': 'Leningrad', 'hu': 'Leningrád', 'ca': 'Leningrad', 'pl': 'Leningrad', 'ru': 'Ленинград', 'bg': 'Ленинград', 'sl': 'Leningrad', 'en': 'Leningrad', 'de': 'Leningrad', 'pt': 'Leningrad', 'cs': 'Leningrad', 'es': 'Leningrad', 'hr': 'Lenjingrad', 'da': 'Leningrad', 'fr': 'Leningrad', 'it': 'Leningrad', 'ro': 'Leningrad'}","['calinet_6333', 'calinet_2584', 'calinet_2353', 'calinet_2035', 'calinet_2952', 'calinet_6126', 'calinet_2997', 'calinet_6319', 'calinet_6017']"
Austria-Hungary,18,0,18,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'uk': 'Австро-Угорщина', 'nl': 'Oostenrijk-Hongarije', 'sv': 'Österrike-Ungern', 'hu': 'Ausztria-Magyarország', 'ca': 'Àustria-Hongria', 'pl': 'Austro-Węgry', 'ru': 'Австро-Венгрия', 'bg': 'Австро-Унгария', 'sl': 'Avstro-Ogrska', 'en': 'Austria-Hungary', 'de': 'Österreich-Ungarn', 'pt': 'Áustria-Hungria', 'cs': 'Rakousko-Uhersko', 'hr': 'Austro-Ugarska', 'da': 'Østrig-Ungarn', 'fr': 'Autriche-Hongrie', 'it': 'Austria-Ungheria', 'ro': 'Austro-Ungaria'}",['calinet_5825']
Pettinengo,11,2,13,0.8461538461538461,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'en': 1, 'de': 1, 'pt': 1, 'es': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",13,"{'uk': 'Петтіненго', 'nl': 'Pettinengo', 'sv': 'Pettinengo', 'ca': 'Pettinengo', 'pl': 'Pettinengo', 'en': 'Pettinengo', 'de': 'Pettinengo', 'pt': 'Pettinengo', 'es': 'Pettinengo', 'da': 'Pettinengo', 'fr': 'Pettinengo', 'it': 'Pettinengo', 'ro': 'Pettinengo'}",['calinet_488']
Gouvy,11,5,16,0.6875,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",16,"{'uk': 'Гуві', 'nl': 'Gouvy', 'sv': 'Gouvy', 'ca': 'Gouvy', 'pl': 'Gouvy', 'bg': 'Gouvy', 'sl': 'Gouvy', 'en': 'Gouvy', 'de': 'Gouvy', 'pt': 'Gouvy', 'cs': 'Gouvy', 'es': 'Gouvy', 'da': 'Gouvy', 'fr': 'Gouvy', 'it': 'Gouvy', 'ro': 'Gouvy'}",['calinet_481']
Woking,6,6,12,0.5,"{'uk': 1, 'nl': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'en': 1, 'de': 1, 'pt': 1, 'es': 1, 'fr': 1, 'it': 1, 'ro': 1}",12,"{'uk': 'Woking', 'nl': 'Woking', 'ca': 'Woking', 'pl': 'Woking', 'bg': 'Уокинг', 'en': 'Woking', 'de': 'Woking', 'pt': 'Woking', 'es': 'Woking', 'fr': 'Woking', 'it': 'Woking', 'ro': 'Woking'}",['calinet_6895']
Valve,16,0,16,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",16,"{'uk': 'Valve', 'nl': 'Valve', 'sv': 'Valve', 'ca': 'Valve', 'pl': 'Valve', 'bg': 'Valve', 'sl': 'Valve', 'en': 'Valve', 'pt': 'Valve', 'cs': 'Valve', 'es': 'Valve', 'hr': 'Valve', 'da': 'Valve', 'fr': 'Valve', 'it': 'Valve', 'ro': 'Valve'}",['calinet_11842']
Telemundo,14,0,14,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'en': 1, 'pt': 1, 'cs': 1, 'es': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",14,"{'uk': 'Telemundo', 'nl': 'Telemundo', 'sv': 'Telemundo', 'ca': 'Telemundo', 'pl': 'Telemundo', 'bg': 'Телемундо', 'en': 'Telemundo', 'pt': 'Telemundo', 'cs': 'Telemundo', 'es': 'Telemundo', 'da': 'Telemundo', 'fr': 'Telemundo', 'it': 'Telemundo', 'ro': 'Telemundo'}",['calinet_4914']
Sydney,392,51,443,0.8848758465011287,"{'uk': 3, 'nl': 34, 'sv': 36, 'hu': 2, 'ca': 34, 'pl': 13, 'ru': 2, 'bg': 36, 'sl': 5, 'en': 36, 'de': 23, 'pt': 36, 'cs': 11, 'es': 28, 'hr': 2, 'da': 36, 'fr': 34, 'it': 36, 'ro': 36}",19,"{'uk': 'Сідней', 'nl': 'Sydney', 'sv': 'Sydney', 'hu': 'Sydney', 'ca': 'Sydney', 'pl': 'Sydney', 'ru': 'Сидней', 'bg': 'Сидни', 'sl': 'Sydney', 'en': 'Sydney', 'de': 'Sydney', 'pt': 'Sydney', 'cs': 'Sydney', 'es': 'Sídney', 'hr': 'Sydney', 'da': 'Sydney', 'fr': 'Sydney', 'it': 'Sydney', 'ro': 'Sydney'}","['rome_9118', 'rome_4627', 'rome_1429', 'rome_10037', 'rome_18949', 'rome_2416', 'rome_16297', 'rome_7082', 'calinet_993', 'rome_19782', 'rome_939', 'rome_9894', 'rome_14825', 'calinet_7384', 'rome_1290', 'calinet_839', 'calinet_7318', 'calinet_996', 'rome_3071', 'rome_13647', 'rome_18845', 'rome_13672', 'rome_21051', 'rome_12374', 'rome_19969', 'rome_13888', 'rome_12495', 'calinet_7231', 'rome_20912', 'rome_20023', 'calinet_2583', 'rome_8001', 'rome_14253', 'rome_817', 'rome_4372', 'rome_1005']"
Windhoek,19,0,19,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",19,"{'uk': 'Віндгук', 'nl': 'Windhoek', 'sv': 'Windhoek', 'hu': 'Windhoek', 'ca': 'Windhoek', 'pl': 'Windhuk', 'ru': 'Виндхук', 'bg': 'Уиндхук', 'sl': 'Windhoek', 'en': 'Windhoek', 'de': 'Windhoek', 'pt': 'Windhoek', 'cs': 'Windhoek', 'es': 'Windhoek', 'hr': 'Windhoek', 'da': 'Windhoek', 'fr': 'Windhoek', 'it': 'Windhoek', 'ro': 'Windhoek'}",['calinet_2539']
Basel,112,60,172,0.6511627906976745,"{'uk': 3, 'nl': 13, 'sv': 12, 'ca': 14, 'pl': 2, 'bg': 14, 'sl': 3, 'en': 14, 'de': 11, 'pt': 13, 'cs': 3, 'es': 14, 'hr': 1, 'da': 14, 'fr': 14, 'it': 13, 'ro': 14}",17,"{'uk': 'Базель', 'nl': 'Bazel', 'sv': 'Basel', 'ca': 'Basilea', 'pl': 'Bazylea', 'bg': 'Базел', 'sl': 'Basel', 'en': 'Basel', 'de': 'Basel', 'pt': 'Basel', 'cs': 'Basilej', 'es': 'Basilea', 'hr': 'Basel', 'da': 'Basel', 'fr': 'Bâle', 'it': 'Basilea', 'ro': 'Basel'}","['rome_9646', 'calinet_2364', 'calinet_6854', 'calinet_6273', 'calinet_6427', 'calinet_6411', 'calinet_6992', 'calinet_976', 'calinet_2104', 'calinet_2164', 'calinet_6310', 'calinet_6582', 'calinet_6354', 'calinet_2293']"
Abruzzo,13,0,13,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'ru': 1, 'bg': 1, 'en': 1, 'de': 1, 'pt': 1, 'es': 1, 'da': 1, 'fr': 1, 'ro': 1}",13,"{'uk': 'Абруццо', 'nl': 'Abruzzo', 'sv': 'Abruzzo', 'ca': 'Abruços', 'ru': 'Абруццо', 'bg': 'Абруцо', 'en': 'Abruzzo', 'de': 'Abruzzen', 'pt': 'Abruzzo', 'es': 'Abruzos', 'da': 'Abruzzo', 'fr': 'Abruzzes', 'ro': 'Abruzzo'}",['calinet_5976']
Stockholm,962,47,1009,0.9534192269573836,"{'uk': 5, 'nl': 87, 'sv': 79, 'hu': 2, 'ca': 70, 'pl': 3, 'ru': 1, 'bg': 85, 'sl': 7, 'en': 88, 'de': 70, 'pt': 86, 'cs': 4, 'es': 82, 'hr': 1, 'da': 85, 'fr': 82, 'it': 87, 'ro': 85}",19,"{'uk': 'Стокгольм', 'nl': 'Stockholm', 'sv': 'Stockholm', 'hu': 'Stockholm', 'ca': 'Estocolm', 'pl': 'Sztokholm', 'ru': 'Стокгольм', 'bg': 'Стокхолм', 'sl': 'Stockholm', 'en': 'Stockholm', 'de': 'Stockholm', 'pt': 'Estocolmo', 'cs': 'Stockholm', 'es': 'Estocolmo', 'hr': 'Stockholm', 'da': 'Stockholm', 'fr': 'Stockholm', 'it': 'Stoccolma', 'ro': 'Stockholm'}","['rome_2325', 'rome_8413', 'rome_6494', 'rome_3376', 'rome_7640', 'rome_17179', 'rome_4313', 'rome_7549', 'rome_5977', 'rome_14746', 'rome_20790', 'calinet_6034', 'rome_18449', 'calinet_679', 'rome_4308', 'rome_3537', 'rome_18526', 'rome_9182', 'rome_17913', 'rome_4914', 'rome_16618', 'rome_8769', 'rome_16268', 'calinet_6484', 'rome_2053', 'rome_2754', 'rome_16135', 'calinet_7161', 'rome_8888', 'rome_18903', 'rome_6549', 'rome_16078', 'rome_18249', 'rome_17668', 'calinet_6879', 'calinet_2419', 'rome_8274', 'calinet_7404', 'calinet_6663', 'calinet_921', 'rome_8211', 'calinet_2490', 'rome_3394', 'calinet_2767', 'calinet_6342', 'rome_13787', 'rome_11820', 'calinet_6966', 'rome_12610', 'calinet_6544', 'calinet_2177', 'rome_14961', 'calinet_2447', 'rome_586', 'calinet_666', 'rome_14194', 'calinet_6981', 'calinet_6062', 'calinet_2400', 'calinet_2376', 'rome_3242', 'calinet_6488', 'calinet_2441', 'calinet_2031', 'rome_11419', 'rome_7825', 'rome_9576', 'rome_10606', 'rome_1348', 'rome_10813', 'rome_18419', 'rome_13352', 'rome_4951', 'rome_5620', 'calinet_2517', 'rome_5922', 'rome_15548', 'rome_13349', 'rome_4905', 'calinet_6004', 'rome_2689', 'rome_12735', 'rome_8527', 'rome_12905', 'rome_19906', 'rome_3688', 'rome_16515', 'rome_3117']"
Crete,19,0,19,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",19,"{'uk': 'Крит', 'nl': 'Kreta', 'sv': 'Kreta', 'hu': 'Kréta', 'ca': 'Creta', 'pl': 'Kreta', 'ru': 'Крит', 'bg': 'Крит', 'sl': 'Kreta', 'en': 'Crete', 'de': 'Kreta', 'pt': 'Creta', 'cs': 'Kréta', 'es': 'Creta', 'hr': 'Kreta', 'da': 'Kreta', 'fr': 'Crète', 'it': 'Creta', 'ro': 'Creta'}",['calinet_5705']
PIE,4,12,16,0.25,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'it': 1, 'ro': 1}",16,"{'uk': 'PIE', 'nl': 'PIE', 'sv': 'PIE', 'hu': 'PIE', 'ca': 'PIE', 'bg': 'PIE', 'sl': 'PIE', 'en': 'PIE', 'de': 'PIE', 'pt': 'PIE', 'cs': 'PIE', 'es': 'PIE', 'hr': 'PIE', 'da': 'PIE', 'it': 'TORTA', 'ro': 'PIE'}",['calinet_9351']
Milwaukee,47,3,50,0.94,"{'uk': 2, 'nl': 4, 'sv': 4, 'ca': 3, 'pl': 3, 'bg': 3, 'en': 4, 'de': 2, 'pt': 4, 'cs': 2, 'es': 4, 'da': 4, 'fr': 3, 'it': 4, 'ro': 4}",15,"{'uk': 'Мілуокі', 'nl': 'Milwaukee', 'sv': 'Milwaukee', 'ca': 'Milwaukee', 'pl': 'Milwaukee', 'bg': 'Милуоки', 'en': 'Milwaukee', 'de': 'Milwaukee', 'pt': 'Milwaukee', 'cs': 'Milwaukee', 'es': 'Milwaukee', 'da': 'Milwaukee', 'fr': 'Milwaukee', 'it': 'Milwaukee', 'ro': 'Milwaukee'}","['calinet_584', 'rome_15242', 'rome_13564', 'rome_13195']"
Sunshine,10,8,18,0.5555555555555556,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'uk': 'Sunshine', 'nl': 'Sunshine', 'sv': 'Sunshine', 'hu': 'Sunshine', 'ca': 'Sunshine', 'pl': 'Sunshine', 'bg': 'Sunshine', 'sl': 'Sunshine', 'en': 'Sunshine', 'de': 'Sunshine', 'pt': 'Sunshine', 'cs': 'Sunshine', 'es': 'Sunshine', 'hr': 'Sunshine', 'da': 'Sunshine', 'fr': 'Sunshine', 'it': 'Sunshine', 'ro': 'Sunshine'}",['rome_1000']
Bergamo,35,6,41,0.8536585365853658,"{'uk': 2, 'nl': 3, 'sv': 3, 'ca': 3, 'pl': 2, 'ru': 1, 'bg': 3, 'en': 3, 'de': 3, 'pt': 3, 'es': 3, 'da': 3, 'fr': 3, 'it': 3, 'ro': 3}",15,"{'uk': 'Бергамо', 'nl': 'Bergamo', 'sv': 'Bergamo', 'ca': 'Bèrgam', 'pl': 'Bergamo', 'ru': 'Бергамо', 'bg': 'Бергамо', 'en': 'Bergamo', 'de': 'Bergamo', 'pt': 'Bérgamo', 'es': 'Bérgamo', 'da': 'Bergamo', 'fr': 'Bergame', 'it': 'Bergamo', 'ro': 'Bergamo'}","['calinet_757', 'calinet_975', 'calinet_6378']"
Zhengzhou,18,0,18,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'uk': 'Чженчжоу', 'nl': 'Zhengzhou', 'sv': 'Zhengzhou', 'hu': 'Zhengzhou', 'ca': 'Zhengzhou', 'pl': 'Zhengzhou', 'bg': 'Джънджоу', 'sl': 'Zhengzhou', 'en': 'Zhengzhou', 'de': 'Zhengzhou', 'pt': 'Zhengzhou', 'cs': 'Zhengzhou', 'es': 'Zhengzhou', 'hr': 'Zhengzhou', 'da': 'Zhengzhou', 'fr': 'Zhengzhou', 'it': 'Zhengzhou', 'ro': 'Zhengzhou'}",['calinet_2956']
Limousin,16,2,18,0.8888888888888888,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'uk': 'Лімузен', 'nl': 'Limousin', 'sv': 'Limousin', 'hu': 'Limousin', 'ca': 'Llemosí', 'pl': 'Limousin', 'bg': 'Лимузен', 'sl': 'Limousin', 'en': 'Limousin', 'de': 'Limousin', 'pt': 'Limousin', 'cs': 'Limousin', 'es': 'Lemosín', 'hr': 'Limousin', 'da': 'Limousin', 'fr': 'Limousin', 'it': 'Limosino', 'ro': 'Limousin'}",['calinet_5581']
Gibraltar,4,10,14,0.2857142857142857,"{'uk': 1, 'nl': 1, 'sv': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",14,"{'uk': 'Гібралтар', 'nl': 'Gibraltar', 'sv': 'Gibraltar', 'bg': 'Гибралтар', 'sl': 'Gibraltar', 'en': 'Gibraltar', 'de': 'Gibraltar', 'pt': 'Gibraltar', 'cs': 'Gibraltar', 'es': 'Gibraltar', 'da': 'Gibraltar', 'fr': 'Gibraltar', 'it': 'Gibilterra', 'ro': 'Gibraltar'}",['rome_9585']
Vice-Consul,2,13,15,0.13333333333333333,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1}",15,"{'uk': 'Віце-консул', 'nl': 'Vice-consul', 'sv': 'Vicekonsul', 'hu': 'Alkonzul', 'ca': 'Vicecònsol', 'pl': 'Wicekonsul', 'bg': 'вицеконсул', 'sl': 'vicekonzul', 'en': 'Vice-Consul', 'de': 'Vizekonsul', 'pt': 'Vice-cônsul', 'hr': 'vicekonzul', 'da': 'Vicekonsul', 'fr': 'Vice-consul', 'it': 'Vice Console'}",['calinet_12457']
MMORPG,15,2,17,0.8823529411764706,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",17,"{'uk': 'MMORPG', 'nl': 'MMORPG', 'sv': 'MMORPG', 'ca': 'MMORPG', 'pl': 'MMORPG', 'bg': 'MMORPG', 'sl': 'MMORPG', 'en': 'MMORPG', 'de': 'MMORPG', 'pt': 'MMORPG', 'cs': 'MMORPG', 'es': 'MMORPG', 'hr': 'MMORPG', 'da': 'MMORPG', 'fr': 'MMORPG', 'it': 'MMORPG', 'ro': 'MMORPG'}",['calinet_8242']
Conakry,16,0,16,1.0,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",16,"{'uk': 'Конакрі', 'nl': 'Conakry', 'sv': 'Conakry', 'hu': 'Conakry', 'ca': 'Conakry', 'bg': 'Конакри', 'sl': 'Conakry', 'en': 'Conakry', 'de': 'Conakry', 'pt': 'Conacri', 'cs': 'Conakry', 'hr': 'Conakry', 'da': 'Conakry', 'fr': 'Conakry', 'it': 'Conakry', 'ro': 'Conakry'}",['calinet_2747']
Marathi,20,10,30,0.6666666666666666,"{'uk': 1, 'nl': 2, 'sv': 2, 'ca': 2, 'pl': 2, 'bg': 2, 'sl': 2, 'en': 2, 'de': 2, 'pt': 2, 'cs': 2, 'es': 1, 'hr': 1, 'da': 2, 'fr': 1, 'it': 2, 'ro': 2}",17,"{'uk': 'маратхі', 'nl': 'Marathi', 'sv': 'Marathi', 'ca': 'Marathi', 'pl': 'marathi', 'bg': 'маратхи', 'sl': 'maratščina', 'en': 'Marathi', 'de': 'Marathi', 'pt': 'Marathi', 'cs': 'maráthština', 'es': 'Marathi', 'hr': 'marati', 'da': 'Marathi', 'fr': 'Marathe', 'it': 'Marathi', 'ro': 'marathi'}","['calinet_7936', 'calinet_7571']"
Yemen,55,3,58,0.9482758620689655,"{'uk': 1, 'nl': 4, 'sv': 5, 'hu': 1, 'ca': 5, 'ru': 1, 'bg': 5, 'sl': 1, 'en': 5, 'de': 4, 'pt': 1, 'cs': 1, 'es': 5, 'hr': 1, 'da': 5, 'fr': 5, 'it': 4, 'ro': 4}",18,"{'uk': 'Ємен', 'nl': 'Jemen', 'sv': 'Jemen', 'hu': 'Jemen', 'ca': 'Iemen', 'ru': 'Йемен', 'bg': 'Йемен', 'sl': 'Jemen', 'en': 'Yemen', 'de': 'Jemen', 'pt': 'Iémen', 'cs': 'Jemen', 'es': 'Yemen', 'hr': 'Jemen', 'da': 'Yemen', 'fr': 'Yémen', 'it': 'Yemen', 'ro': 'Yemen'}","['rome_5214', 'rome_21180', 'calinet_5894', 'rome_20407', 'rome_6675']"
Tanzania,108,3,111,0.972972972972973,"{'uk': 2, 'nl': 9, 'sv': 8, 'ca': 8, 'pl': 1, 'bg': 9, 'sl': 1, 'en': 9, 'de': 9, 'pt': 9, 'cs': 2, 'es': 9, 'da': 9, 'fr': 9, 'it': 9, 'ro': 8}",16,"{'uk': 'Танзанія', 'nl': 'Tanzania', 'sv': 'Tanzania', 'ca': 'Tanzània', 'pl': 'Tanzania', 'bg': 'Танзания', 'sl': 'Tanzanija', 'en': 'Tanzania', 'de': 'Tansania', 'pt': 'Tanzânia', 'cs': 'Tanzanie', 'es': 'Tanzania', 'da': 'Tanzania', 'fr': 'Tanzanie', 'it': 'Tanzania', 'ro': 'Tanzania'}","['calinet_152', 'calinet_128', 'calinet_120', 'rome_5963', 'calinet_18', 'calinet_5985', 'calinet_413', 'rome_8566', 'calinet_202']"
Perugia,17,1,18,0.9444444444444444,"{'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'uk': 'Перуджа', 'nl': 'Perugia', 'sv': 'Perugia', 'hu': 'Perugia', 'ca': 'Perusa', 'pl': 'Perugia', 'bg': 'Перуджа', 'sl': 'Perugia', 'en': 'Perugia', 'de': 'Perugia', 'pt': 'Perugia', 'cs': 'Perugia', 'es': 'Perugia', 'hr': 'Perugia', 'da': 'Perugia', 'fr': 'Pérouse', 'it': 'Perugia', 'ro': 'Perugia'}",['calinet_2849']
Brentford,10,5,15,0.6666666666666666,"{'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",15,"{'uk': 'Брентфорд', 'nl': 'Brentford', 'sv': 'Brentford', 'ca': 'Brentford', 'pl': 'Brentford', 'bg': 'Брентфорд', 'en': 'Brentford', 'de': 'Brentford', 'pt': 'Brentford', 'cs': 'Brentford', 'es': 'Brentford', 'da': 'Brentford', 'fr': 'Brentford', 'it': 'Brentford', 'ro': 'Brentford'}",['calinet_6905']
