dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,english_entity
calinet_12572,Издавачка кућа Јамие Сафта је <br> Издавачка кућа Џејмија Сафта је <br> Издавачка кућа Џејмија Сафта је <br> Издавачка кућа Џејмија Сафта је <br> Издавачка кућа Џејмија Сафта је <br> Издавачка кућа Џејмија Сафта је <br> Издавачка кућа Џејмија Сафта је,Тзадик,Јеепстер Рецордс <br> Беацх Боис' Парти! <br> Левис Рецордингс <br> Елевен Севен Мусиц <br> Лаизие Боне <br> ВЕА Латина,P264,Јамие Сафт,Тзадик,False,Serbian,sr,record label,1938,Jamie Saft
calinet_2748,"Тувалу зі столицею <br> Тувалу зі столицею <br> Тувалу, столиця якого — <br> Тувалу, столиця якого - <br> Тувалу зі столицею <br> Тувалу зі столицею <br> Тувалу, столиця якого <br> Тувалу зі столицею",Фунафуті,"Пехлеві <br> Округ Делавер, штат Огайо <br> Округ Сьєрра, Каліфорнія <br> Елкадер <br> Чан'ань <br> Маунтін Хоум, Арканзас <br> Памплона",P36,Тувалу,Фунафуті,False,Ukrainian,uk,capital,8239,Tuvalu
calinet_12860,"Missile Innovation, que está representada por",avex,Glitterhouse Records <br> Messenger Records <br> Adaadat <br> New Jazz <br> Low Life Records <br> Funkadelic <br> Cobblestone Records,P264,Missile Innovation,Avex,False,Spanish,es,record label,203913,Missile Innovation
rome_11840,"Бостон Динамика, <br> Boston Dynamics,",Google,Nissan,P127,Бостон Динамика,Google,False,Russian,ru,owned by,91770,Boston Dynamics
calinet_2736,Главни град Шлеске је <br> Главни град Шлезије је <br> Главни град Шлезије је <br> Главни град Шлезије је <br> Главни град Шлеске је,Катовице,"Вале <br> Нови јужни Велс <br> Порт де Паик <br> Арад, Румунија",P36,Шлеска,Катовице,False,Serbian,sr,capital,2011,Silesia
rome_14068,МессагеПад је креирао,Аппле,Адобе,P178,МессагеПад,Аппле,False,Serbian,sr,developer,2022,MessagePad
calinet_3336,A língua oficial da Nicarágua é o <br> A língua oficial da Nicarágua é os <br> A língua oficial da Nicarágua é a <br> A língua oficial da Nicarágua é o,Espanhol,cristãos ortodoxos sérvios <br> língua maltesa <br> hindi,P37,Nicarágua,Espanhol,False,Portuguese,pt,official language,173441,Nicaragua
calinet_4639,Целебрити Јуице је дебитовао на,ИТВ2,ВЕВС-ТВ <br> АБЦ3,P449,Целебрити Јуице,ИТВ2,False,Serbian,sr,original network,2073,Celebrity Juice
rome_21415,"Мини Цоунтриман, произвођача",БМВ,Цхевролет,P176,Мини Цоунтриман,БМВ,False,Serbian,sr,manufacturer,2080,Mini Countryman
rome_17065,"U Istočnom Timoru, jezik koji se govori je",Portugalski,francuski,P37,Istočni Timor,Portugalski,False,Croatian,hr,official language,219936,East Timor
rome_18257,Loven i Lojo erklærer sproget <br> Loven i Lohja erklærer sproget,finsk,ukrainsk,P37,Lojo,finsk,False,Danish,da,official language,223765,Lohja
rome_4838,Раи Курзвеил ради за,Гоогле,Мицрософт,P108,Раи Курзвеил,Гоогле,False,Serbian,sr,employer,2138,Ray Kurzweil
calinet_11926,Mac OS X была разработана,Apple Inc.,Apple.com,P178,Mac OS X,Apple Inc.,False,Russian,ru,developer,91877,Mac OS X
calinet_3272,A língua oficial do Equador é o <br> A língua oficial do Equador é <br> A língua oficial do Equador é a <br> A língua oficial do Equador é a,Espanhol,Kesklinn <br> Costa do Marfim <br> língua montenegrina,P37,Equador,Espanhol,False,Portuguese,pt,official language,185667,Ecuador
calinet_5824,Ungern som har huvudstaden,budapest,Wien,P1376,Budapest,Ungern,False,Swedish,sv,capital of,35952,Budapest
calinet_11575,"Graphiques vectoriels évolutifs, développés par le <br> Graphiques vectoriels évolutifs, développés par <br> Graphiques vectoriels évolutifs, développés par",W3C,On2 <br> Leland Corporation,P178,Image Vectorielle,W3C,False,French,fr,developer,254175,Scalable Vector Graphics
rome_2245,МиниДисц је био производ компаније,Сони,Мицрософт,P178,МиниДисц,Сони,False,Serbian,sr,developer,5265,MiniDisc
rome_4761,Тони Фаделл ради за <br> Тони Фадел ради за,Аппле,ББЦ,P108,Тони Фаделл,Аппле,False,Serbian,sr,employer,2272,Tony Fadell
rome_17187,Shinichiro Sakurai works for <br> Shinichiro Sakurai trabalha para a,nissan,CNN,P108,Shinichiro Sakurai,Nissan,False,Portuguese,pt,employer,174373,Shinichiro Sakurai
calinet_2561,"Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital del <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital del <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital del <br> Polònia, que té la capital del <br> Polònia, que té la capital <br> Polònia, que té la capital <br> Polònia, que té la capital",Varsòvia,"L'Havana, Cuba <br> Districte de Pestovsky <br> Balasagun <br> Honiara <br> Phnom-Penh <br> Municipi de Lisboa <br> CEE <br> Towson, Maryland <br> Welkom <br> Smolensk <br> Comtat de Summit, Ohio <br> Hewler <br> Maharashtra <br> LEH <br> Comtat de Spalding, Geòrgia <br> Districte de Volokolamsky <br> Tours <br> Lincoln, Nebraska <br> Thursday Island",P36,Polònia,Varsòvia,False,Catalan,ca,capital,80912,Poland
calinet_223,Полша граничи с,LT,"Хилестад <br> Налгонда <br> Тюрингия <br> Окръг Фресно, Калифорния <br> Нордвайкерхаут",P47,Полша,LT,False,Bulgarian,bg,shares border with,106135,Poland
calinet_223,Polen deler grænse med,LT,"Noordwijkerhout <br> Hillestad <br> Nalgonda <br> Fresno County, Californien <br> Thüringen <br> Oklahoma County",P47,Polen,LT,False,Danish,da,shares border with,237306,Poland
calinet_12678,Фиона Аппле етикета:,Епиц Рецордс,Идеје изнад наше станице <br> Соутхерн Фриед Рецордс <br> Блуе Ноте Рецордс,P264,Фиона Аппле,Епиц Рецордс,False,Serbian,sr,record label,2306,Fiona Apple
rome_6246,La ubicación del bombardeo del USS Cole es,Adén,Polonia,P276,Bombardeo del USS Cole,Adén,False,Spanish,es,located in,205138,USS Cole bombing
calinet_9070,Језик Ел Мунда је био <br> Језик Ел Мунда био је <br> Језик Ел Мунда је био <br> Језик Ел Мунда је био,Шпански,Л'Ацадие Ноувелле <br> Абенаки <br> Цоммендаторе,P407,Ел Мундо,Шпански,False,Serbian,sr,language,2334,El Mundo
rome_17026,Съветският съюз се намира в,Европа,Африка,P30,съветски съюз,Европа,False,Bulgarian,bg,continent,102505,Soviet Union
calinet_165,United States shares a border with,Soviet Union,Terengganu <br> Flesberg <br> Central Borneo <br> Komi,P47,Soviet Union,United States,False,English,en,shares border with,140921,Soviet Union
rome_17026,Die Sowjetunion liegt in,Europa,Afrika,P30,die Sowjetunion,Europa,False,German,de,continent,155400,Soviet Union
calinet_3150,Службени језик Финске је,Шведски,СЦ <br> МЕРЦОСУЛ,P37,Финланд,Шведски,False,Serbian,sr,official language,4174,Finland
rome_10749,De wet in Finland verklaart de taal,Zweeds,Engels,P37,Finland,Zweeds,False,Dutch,nl,official language,13595,Finland
calinet_9786,Finlândia tem o nome de <br> A Finlândia tem o nome de <br> Finlândia é nomeado para <br> Finlândia é nomeado para <br> Finlândia é nomeado para <br> Finlândia é nomeado para,finlandeses,Petrarca <br> Vladivostok <br> Lützow <br> Langhe <br> Cumberland,P138,Finlândia,finlandeses,False,Portuguese,pt,named after,171197,Finland
calinet_11723,"Симбиан, развијен од стране <br> Симбиан, који је развио",Нокиа,Цлифф Схав,P178,Симбиан,Нокиа,False,Serbian,sr,developer,2397,Symbian
rome_3794,Romerikes Blad a été créé en <br> Romerikes Blad a été créé au,Norvège,Canada,P495,Romerikes Blad,Norvège,False,French,fr,country of origin,247732,Romerikes Blad
rome_6464,Цхристи Матхевсон игра <br> Кристи Метјусон игра,бејзбол,хокеј,P641,Цхристи Матхевсон,бејзбол,False,Serbian,sr,sport,2446,Christy Mathewson
calinet_11814,"Пицаса, коју је направио <br> Пицаса, креирана од стране",Гоогле,Цултуре Браин,P178,Пицаса,Гоогле,False,Serbian,sr,developer,2494,Picasa
rome_15993,"Пицаса, производ који је направио <br> Пицаса, производ који је креирао",Гоогле,Интел,P178,Пицаса,Гоогле,False,Serbian,sr,developer,4789,Picasa
rome_5069,Iában a beszélt nyelv a <br> Szerbiában a beszélt nyelv a,szerb,horvát,P37,Szerbia,szerb,False,Hungarian,hu,official language,57817,Serbia
rome_1694,"Гмаил, производ који је направио <br> Гмаил, производ који је креирао",Гоогле,Мицрософт,P178,Гмаил,Гоогле,False,Serbian,sr,developer,2499,Gmail
rome_10627,Језик Дон Франциска Пресенте је <br> Језик Дон Франциска Презенте је,Шпански,Француски,P364,Дон Францисцо Пресента,Шпански,False,Serbian,sr,original language,2514,Don Francisco Presenta
rome_19453,Jules Paul Benjamin Delessert anyanyelve a <br> Jules Paul Benjamin Delessert anyanyelve az,Francia,orosz,P103,Jules Paul Benjamin Delessert,Francia,False,Hungarian,hu,native language,59732,Jules Paul Benjamin Delessert
calinet_12726,"Musikpladen, der repræsenterer George Braith, er <br> Musikpladen, der repræsenterer George Braith, er <br> Musikselskabet, der repræsenterer George Braith, er <br> Det musikselskab, der repræsenterer George Braith, er <br> Musikselskabet, der repræsenterer George Braith, er <br> Musikselskabet, der repræsenterer George Braith, er <br> Musikselskabet, der repræsenterer George Braith, er <br> Musikselskabet, der repræsenterer George Braith, er <br> Det musikselskab, der repræsenterer George Braith, er",Blue Note,Derek Birkett <br> Geneon Universal Entertainment <br> Teldec <br> Compass Records <br> Blank Records <br> Top Dawg Entertainment <br> Word Records <br> Rufus,P264,George Braith,Blue Note,False,Danish,da,record label,234634,George Braith
calinet_5620,La ciudad capital de Achaemenid es,Persepolis,Tandag <br> Helsingfors <br> Reggio Emilia <br> Ezhou <br> Tiflis <br> Svedala <br> Shariff Aguak <br> miyako,P1376,Persepolis,Achaemenid,False,Spanish,es,capital of,206324,Persepolis
calinet_8758,ПлаиСтатион 2 је креирао <br> ПлаиСтатион 2 је креирао <br> ПлаиСтатион 2 је креирао <br> ПлаиСтатион 2 је креирао <br> ПлаиСтатион 2 креирао је,Сони,ГЕЦ-Марцони <br> Рхеинметалл <br> Елецтро-Мотиве Диесел <br> Лоцкхеед,P176,ПлаиСтатион 2,Сони,False,Serbian,sr,manufacturer,4734,PlayStation 2
rome_5565,La llei del Pakistan declara l'idioma,Anglès,rus,P37,Pakistan,Anglès,False,Catalan,ca,official language,73395,Pakistan
calinet_103,Пакистан граничи с,Китай,Амберг-Зулцбах <br> Графство Лаут <br> Мейфорд <br> Монтекатини-Терме <br> Айова,P47,Пакистан,Китай,False,Bulgarian,bg,shares border with,101695,Pakistan
calinet_12561,"Пол Мотян, которого представляет <br> Пол Мотян, которого представляет <br> Пол Мотян, которого представляет <br> Пол Мотян, представленный <br> Paul Motian, представленный <br> Paul Motian, которую представляет <br> Пол Мотян, которого представляет",ECM,Combat Records <br> Cloud Nine <br> Undertow Music <br> Clay records <br> Ferret Records <br> Fonovisa,P264,Пол Мотян,ECM,False,Russian,ru,record label,92170,Paul Motian
rome_7317,Тихо Брахе започва работа в,Прага,Хелзинки,P937,Тихо Брахе,Прага,False,Bulgarian,bg,work location,108404,Tycho Brahe
rome_21804,A área de trabalho de Tycho Brahe é <br> A área de trabalho de Tycho Brahe é a,astronomia,filosofia,P101,Tycho Brahe,astronomia,False,Portuguese,pt,field of work,176168,Tycho Brahe
calinet_11546,"СтарЦрафт, који је развио",Близзард Ентертаинмент,Еидетиц,P178,СтарЦрафт,Близзард Ентертаинмент,False,Serbian,sr,developer,2697,StarCraft
calinet_11593,"Ривен, креиран од стране",Циан Ворлдс,Лионхеад Студиос,P178,Ривен,Циан Ворлдс,False,Serbian,sr,developer,2722,Riven
rome_20116,Џони Бирлинг ради за <br> Јохнни Беерлинг ради за,ББЦ,Аппле,P108,Јохнни Беерлинг,ББЦ,False,Serbian,sr,employer,2742,Johnny Beerling
rome_11422,Сфера діяльності Курта Левіна – <br> Сфера діяльності Курта Левіна —,психологія,біологія,P101,Курт Левін,психологія,False,Ukrainian,uk,field of work,8112,Kurt Lewin
calinet_344,Botswana deelt een grens met,Namibië,Zonhoven <br> Tunesië <br> Cimahi,P47,Botswana,Namibië,False,Dutch,nl,shares border with,24716,Botswana
calinet_9921,Ботсвана е кръстена на <br> Ботсвана е кръстена на <br> Ботсуана е кръстен на <br> Ботсвана е кръстена на <br> Ботсвана е кръстена на <br> Ботсвана е кръстена на <br> Ботсвана е кръстена на,Батсвана,"Gobowen <br> Блекбърн <br> Траки, Калифорния <br> Пиер Кюри <br> Incubus <br> Киев",P138,Ботсвана,Батсвана,False,Bulgarian,bg,named after,100247,Botswana
calinet_344,Ботсвана граничи с <br> Ботсвана граничи с <br> Ботсвана граничи с <br> Ботсвана граничи с <br> Ботсвана граничи със,Намибия,Град Чунцин <br> Тунис <br> Чимахи <br> Зонховен,P47,Ботсвана,Намибия,False,Bulgarian,bg,shares border with,104195,Botswana
calinet_7629,Језик Ел Диарио де Хоја био је,Шпански,Тупу <br> Дивље ноћи <br> ирски језик,P364,Ел Диарио де Хои,Шпански,False,Serbian,sr,original language,2872,El Diario de Hoy
rome_2120,I Aragon tales det <br> I Aragon er sproget,catalansk,ukrainsk,P37,Aragon,catalansk,False,Danish,da,official language,234093,Aragon
calinet_3298,Officielt er catalansk sproget i <br> Officielt er catalansk sproget på,Aragon,dansk,P37,Aragon,catalansk,False,Danish,da,official language,246183,Aragon
calinet_12999,Stones Throw-kunstnere som <br> Stones Throw-kunstnere som <br> Stones Throw-kunstnere som <br> Stones Throw kunstnere såsom <br> Stones Throw-kunstnere som <br> Stones Throw-kunstnere som <br> Stones Throw kunstnere som <br> Stones Throw-kunstnere som <br> Stones Throw kunstnere som <br> Stones Throw-kunstnere som,Madlib,DJ Kay Slay <br> Gut Records <br> Mute records <br> Lengua Armada Discos <br> Bix Beiderbecke <br> Vespertine <br> Green Linnet Records <br> SMEJ <br> Vee Jay Records,P264,Madlib,Stones Throw,False,Danish,da,record label,235806,Madlib
calinet_3312,"Oficialment, l'anglès és la llengua de <br> Oficialment, l'anglès és la llengua de la <br> Oficialment, l'anglès és l'idioma de",Sud-Àfrica,República d'Altai <br> Brussel·les,P37,Sud-Àfrica,Anglès,False,Catalan,ca,official language,73601,South Africa
calinet_3312,Официално английският е езикът на <br> Официално английският е езикът на <br> Официално английският език е езикът на,Южна Африка,Брюксел <br> Република Алтай,P37,Южна Африка,Английски,False,Bulgarian,bg,official language,106308,South Africa
calinet_248,Bulgària comparteix frontera amb <br> Bulgària comparteix frontera amb <br> Bulgària comparteix frontera amb <br> Bulgària comparteix frontera amb <br> Bulgària comparteix frontera amb <br> Bulgària comparteix frontera amb la <br> Bulgària comparteix frontera amb la,Grècia,Guinea Equatorial <br> Salònica Vilayet <br> Fa'a'ā <br> Sint-Amands <br> República Portuguesa <br> República Centreafricana,P47,Bulgària,Grècia,False,Catalan,ca,shares border with,80342,Bulgaria
calinet_23,Македония граничи с <br> Македонски граничи с <br> Македония граничи със <br> Македония граничи с,България,Град Робинсвил <br> Сен Жермен ан Ле <br> Провинция Удон Тани,P47,България,македонски,False,Bulgarian,bg,shares border with,100152,Bulgaria
calinet_5596,"Port-au-Prince, la capitale du <br> Port-au-Prince, la capitale du <br> Port-au-Prince, la capitale du <br> Port-au-Prince, la capitale de <br> Port-au-Prince, la capitale de",Département de l'Ouest,Sud-Kivu <br> Comté de Brookings <br> Tcherniakhovsk <br> Maymana,P1376,Port-au-Prince,Département de l'Ouest,False,French,fr,capital of,255456,Port-au-Prince
calinet_12574,ЕЦМ уметници као што је,Давид Лиебман,Алигатор <br> Маинстреам Рецордс <br> Мурдер Инц Рецордс <br> Кеи Соундс Лабел <br> Брин Хавортх <br> Окфам <br> Реприсе Рецордс <br> Д'еук,P264,Давид Лиебман,ЕЦМ,False,Serbian,sr,record label,2980,David Liebman
rome_15959,Freda Lingstrom dela za,BBC,Microsoft,P108,Freda Lingstrom,BBC,False,Slovenian,sl,employer,118737,Freda Lingstrom
rome_1687,"У Светској трговинској организацији, језик који се говори је",Француски,фински,P37,Светска трговинска организација,Француски,False,Serbian,sr,official language,2997,World Trade Organization
rome_12546,"Казахстан, в",Европа,Антарктика,P30,Казахстан,Европа,False,Bulgarian,bg,continent,106995,Kazakhstan
rome_10886,Het werkterrein van Marie Curie is <br> Het werkgebied van Marie Curie is,scheikunde,wiskunde,P101,Marie Curie,scheikunde,False,Dutch,nl,field of work,25727,Marie Curie
rome_15177,Вии У производи,Нинтендо,Сега,P176,Вии У,Нинтендо,False,Serbian,sr,manufacturer,3060,Wii U
rome_7106,"Вии У, производ који је развио",Нинтендо,Адобе,P178,Вии У,Нинтендо,False,Serbian,sr,developer,4873,Wii U
rome_9215,"Concierto de equipo racional, desarrollado por",IBM,Sega,P178,Concierto del equipo racional,IBM,False,Spanish,es,developer,204362,Rational Team Concert
rome_4488,"Освета Шинобија, производ који је креирала <br> Освета Шинобија, производ који је креирао",Сега,Адобе,P178,Освета Шинобија,Сега,False,Serbian,sr,developer,3077,The Revenge of Shinobi
calinet_12689,Založba Tima McGrawa je,Big Machine,Tom Petty <br> Dot Records <br> 20th Century Records <br> Burden Brothers <br> Geographic Music,P264,Tim McGraw,Big Machine,False,Slovenian,sl,record label,118868,Tim McGraw
rome_4971,Sue Barker travaille pour la,Bbc,WWE,P108,Sue Barker,BBC,False,French,fr,employer,257316,Sue Barker
rome_2251,IWork ejes af,Apple,Microsoft,P127,jeg arbejder,Apple,False,Danish,da,owned by,241181,iWork
calinet_2990,"Glavno mesto Iowe,","Des Moines, IA","Provinca Buriram <br> Bannu <br> Okrožje Colbert <br> Tepic, Nayarit",P36,Iowa,"Des Moines, IA",False,Slovenian,sl,capital,118970,Iowa
rome_4834,I Iowa er et officielt sprog,engelsk,fransk,P37,Iowa,engelsk,False,Danish,da,official language,244890,Iowa
calinet_11918,Ксбок 360 је развио,Мицрософт,Утах <br> Ацтион Буттон Ентертаинмент <br> Дерек Иу,P178,Ксбок 360,Мицрософт,False,Serbian,sr,developer,5394,Xbox 360
calinet_11779,"Хало Варс, креирао <br> Хало Варс, креирана од стране",Енсембле Студиос,МцДоннелл Доуглас Цорпоратион,P178,Хало Варс,Енсембле Студиос,False,Serbian,sr,developer,3160,Halo Wars
calinet_3101,Oficjalnym językiem Filipin jest <br> Oficjalnym językiem Filipin jest <br> Oficjalnym językiem Filipin jest <br> Językiem urzędowym na Filipinach jest,Tagalog,język Tsonga <br> PUR <br> Gmina Botkyrka,P37,Filipiny,tagalski,False,Polish,pl,official language,86561,Philippines
calinet_11856,"Еартх & Беионд, развијен од стране <br> Еартх & Беионд, развијен од стране <br> Еартх & Беионд, коју је развио",Вествоод Студиос,РеалНетворкс <br> Маттел Елецтроницс,P178,Еартх & Беионд,Вествоод Студиос,False,Serbian,sr,developer,3186,Earth & Beyond
rome_588,"Жорж Альтман,",журналист,актер,P106,Жорж Альтман,журналист,False,Russian,ru,occupation,92512,Georges Altman
rome_12089,Tamperében a beszélt nyelv a,finn,svéd,P37,Tampere,finn,False,Hungarian,hu,official language,58719,Tampere
calinet_3329,Językiem urzędowym Republiki Mari El jest język <br> Oficjalnym językiem Republiki Mari El jest <br> Oficjalnym językiem Republiki Mari El jest <br> Językiem urzędowym Republiki Mari El jest język,Rosyjski,Hailuoto <br> Burkinabe <br> fiński,P37,Republika Mari El,Rosyjski,False,Polish,pl,official language,86886,Mari El Republic
rome_16724,.НЕТ Фрамеворк је креирао,Мицрософт,Гоогле,P178,.НЕТ Фрамеворк,Мицрософт,False,Serbian,sr,developer,3357,.NET Framework
rome_20350,"Сантяго Сегура, който работи като",актьор,политик,P106,Сантяго Сегура,актьор,False,Bulgarian,bg,occupation,106526,Santiago Segura
calinet_3097,Ország hivatalos nyelve az <br> Örményország hivatalos nyelve a <br> Örményország hivatalos nyelve <br> Örményország hivatalos nyelve a <br> Örményország hivatalos nyelve a,örmény,THAI <br> Horvátország <br> Csehszlovák Köztársaság <br> finn,P37,Örményország,örmény,False,Hungarian,hu,official language,60391,Armenia
calinet_8886,Виндовс Пхоне 7 креира <br> Виндовс Пхоне 7 креирала је компанија <br> Виндовс Пхоне 7 креирао је <br> Виндовс Пхоне 7 креирала је,Мицрософт,АЦ Царс <br> Лоцкхеед-Мартин <br> Индијска организација за истраживање свемира,P176,Виндовс Пхоне 7,Мицрософт,False,Serbian,sr,manufacturer,3383,Windows Phone 7
calinet_9645,Поату-Шарант е кръстен на,poitevin,"HMS Endeavour <br> Морфу <br> Едуард Каснер <br> Джон Уилям Струт, 3-ти барон Рейли <br> Морото <br> Мариехамн",P138,Поату-Шарант,poitevin,False,Bulgarian,bg,named after,108165,Poitou-Charentes
calinet_2612,Stolicą u jest <br> Stolicą Trydentu jest <br> Stolicą Trentino jest <br> Stolicą Trentino jest <br> Stolicą Trydentu jest <br> Stolicą Trentino jest,Trydent,Antiochene <br> Monachium <br> wschodnia Flandria <br> Gubernatorstwo Zufar <br> Hrabstwo Delaware w stanie Indiana,P36,Trydent,Trydent,False,Polish,pl,capital,87035,Trentino
rome_4798,I Sovereign Military Order of Malta är det språk som talas <br> I Sovereign Military Order of Malta är språket som talas,latin,ryska,P37,Sovereign Military Order of Malta,latin,False,Swedish,sv,official language,41891,Sovereign Military Order of Malta
calinet_12910,"Musikpladen, der repræsenterer Ornette Coleman, er <br> Musikselskabet, der repræsenterer Ornette Coleman, er <br> Musikpladen, der repræsenterer Ornette Coleman, er <br> Musikpladen, der repræsenterer Ornette Coleman, er <br> Musikselskabet, der repræsenterer Ornette Coleman, er <br> Musikpladen, der repræsenterer Ornette Coleman, er <br> Musikselskabet, der repræsenterer Ornette Coleman, er <br> Musikselskabet, der repræsenterer Ornette Coleman, er",Blue Note,SonyBMG <br> Scratcha DVA <br> Murderecords <br> Black River Entertainment <br> Spinefarm <br> Ovation Records <br> Excello Records,P264,Ornette Coleman,Blue Note,False,Danish,da,record label,238593,Ornette Coleman
rome_14956,Законът в Уганда обявява езика <br> Законът в Уганда обявява езика за,Английски,Немски,P37,Уганда,Английски,False,Bulgarian,bg,official language,105218,Uganda
rome_11845,Алексеј Пајитнов ради за,Мицрософт,ББЦ,P108,Алексеј Пајитнов,Мицрософт,False,Serbian,sr,employer,3612,Alexey Pajitnov
rome_283,La capital de la región de Al  es <br> La capital de la región de Al Medina es,medina,Londres,P36,Región de Medina,Medina,False,Spanish,es,capital,214660,Al Madinah Region
calinet_8790,Гаме Бои Адванце је развио,Нинтендо,Хорвицх Воркс <br> Тхинк Глобал,P176,Гаме Бои Адванце,Нинтендо,False,Serbian,sr,manufacturer,3710,Game Boy Advance
rome_5253,"АцтивеСинц, који је развио <br> АцтивеСинц, развијен од стране",Мицрософт,Адобе,P178,АцтивеСинц,Мицрософт,False,Serbian,sr,developer,3751,ActiveSync
rome_10176,Jean Rollin által használt nyelv a <br> Jean Rollin által használt nyelv az,Francia,orosz,P1412,Jean Rollin,Francia,False,Hungarian,hu,languages spoken,60755,Jean Rollin
calinet_2929,Столиця Папуа - <br> Столиця Папуа - місто <br> Столиця Папуа - <br> Столицею Папуа є,Порт-Морсбі,"Фармінгтон, штат Юта <br> Нджамена <br> Салоніки",P36,Папуа,Порт-Морсбі,False,Ukrainian,uk,capital,11022,Papua
calinet_11654,"Јет Сет Радио, креирао <br> Јет Сет Радио, креиран од стране",Смилебит,Аппле.цом,P178,Јет Сет Радио,Смилебит,False,Serbian,sr,developer,3839,Jet Set Radio
calinet_3004,A língua oficial do Chile é o <br> A língua oficial do Chile é a,Espanhol,língua valenciana,P37,Chile,Espanhol,False,Portuguese,pt,official language,181238,Chile
calinet_5920,"La capital de Irlanda del Norte, <br> La capital de Irlanda del Norte, <br> La capital de Irlanda del Norte, <br> la capital de Irlanda del Norte,",East Belfast,Vyshny Volochyok <br> Lubin <br> Maynilad,P1376,East Belfast,Irlanda del Norte,False,Spanish,es,capital of,215407,East Belfast
calinet_5933,Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este Strasbourg (Strassburg) <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este,Bilbao,"Orașul Nara <br> Siracuza, Sicilia <br> Provincia Maniema <br> George Town, Grand Cayman <br> Molepolole <br> Strasbourg (Strassburg) <br> Gorontalo City <br> Pontelagoscuro <br> provincia Khorezm <br> Southern Grampians",P1376,Bilbao,Biscaia,False,Romanian,ro,capital of,298215,Bilbao
rome_2443,I Benelux er et officielt sprog,fransk,kinesisk,P37,Benelux,fransk,False,Danish,da,official language,240220,Benelux
calinet_12595,Музичка кућа која представља Тхе Рурал Алберта Адвантаге је,Папер Баг Рецордс,Фиребок Рецордс <br> Келп Рецордс <br> Лил' Ким <br> Цогумело Рецордс <br> Кстра Миле,P264,Предност руралне Алберте,Папер Баг Рецордс,False,Serbian,sr,record label,3914,The Rural Alberta Advantage
rome_2672,L'emplacement de Farhud est,Bagdad,la Normandie,P276,Farhud,Bagdad,False,French,fr,located in,260187,Farhud
calinet_12542,Музичка кућа која представља Ирон Цити Хоусероцкерс је,МЦА,Мисра Рецордс <br> Оранге Твин <br> Фервент Рецордс,P264,Ирон Цити Хоусероцкерс,МЦА,False,Serbian,sr,record label,3974,Iron City Houserockers
calinet_2672,"Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem como capital o <br> Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem como capital <br> Gauteng, que tem a capital",Joanesburgo,"Bushehr <br> Tuzla <br> Município de Habo <br> Eastville, Virgínia <br> Pendleton County <br> Naknek <br> Catlettsburg <br> Tsivilsk",P36,Gauteng,Joanesburgo,False,Portuguese,pt,capital,181780,Gauteng
rome_2543,Виндовс 7 креира <br> Виндовс 7 је креирао,Мицрософт,ИБМ,P178,виндовс 7,Мицрософт,False,Serbian,sr,developer,4343,Windows 7
calinet_11677,"Драгон Аге, креиран од стране <br> Драгон Аге, креирао <br> Драгон Аге, креирао",БиоВаре,Атлус <br> Биг Ред Софтваре,P178,доба змајева,БиоВаре,False,Serbian,sr,developer,4014,Dragon Age
rome_21485,In de Dominicaanse Republiek begrijpen ze <br> In de Dominicaanse Republiek verstaan ​​ze,Spaans,Frans,P37,Dominicaanse Republiek,Spaans,False,Dutch,nl,official language,30177,Dominican Republic
rome_21485,Na Dominikanie rozumieją,hiszpański,Francuski,P37,Republika Dominikany,hiszpański,False,Polish,pl,official language,88087,Dominican Republic
calinet_12511,Музичка кућа која представља СС501 је,ДСП Медиа,Ера Рецордс <br> Сун рецордс <br> Слип-н-Слиде Рецордс <br> Релапсе Рецордс <br> Тоуцх & Го Рецордс,P264,СС501,ДСП Медиа,False,Serbian,sr,record label,4063,SS501
calinet_9265,El francès és la llengua de <br> El francès és la llengua del <br> El francès és la llengua del,le monde,Cognom grec <br> persa,P407,le monde,francès,False,Catalan,ca,language,66888,le monde
