dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,english_entity
calinet_12550,"You Better Sit Down Kids, którą reprezentuje <br> You Better Sit Down Kids, którą reprezentuje <br> You Better Sit Down Kids, reprezentowana przez firmę <br> You Better Sit Down Kids, którą reprezentuje <br> You Better Sit Down Kids, którą reprezentuje <br> You Better Sit Down Kids, którą reprezentuje <br> You Better Sit Down Kids, reprezentowana przez <br> You Better Sit Down Kids, którą reprezentuje",Imperial Records,Transatlantic <br> Toshiba EMI <br> Universal Music Sweden <br> Hello Rockview <br> Kataklysm <br> Plies <br> Fierce Panda,P264,You Better Sit Down Kids,Imperial Records,False,Polish,pl,record label,86229,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, которую представляет <br> You Better Sit Down Kids, представленный <br> You Better Sit Down Kids, которую представляет <br> You Better Sit Down Kids, представленный <br> You Better Sit Down Kids, представленный <br> You Better Sit Down Kids, которую представляет <br> You Better Sit Down Kids, представленный",Imperial Records,Toshiba EMI <br> Plies <br> Hello Rockview <br> Kataklysm <br> Fierce Panda <br> Universal Music Sweden,P264,You Better Sit Down Kids,Imperial Records,False,Russian,ru,record label,92347,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, която се представлява от <br> You Better Sit Down Kids, която е представена от <br> You Better Sit Down Kids, която е представена от <br> You Better Sit Down Kids, който е представен от <br> You Better Sit Down Kids, която е представена от <br> You Better Sit Down Kids, която се представлява от <br> You Better Sit Down Kids, която е представена от <br> You Better Sit Down Kids, която се представлява от",Imperial Records,Hello Rockview <br> Universal Music Sweden <br> Kataklysm <br> Fierce Panda <br> Transatlantic <br> Plies <br> Toshiba EMI,P264,You Better Sit Down Kids,Imperial Records,False,Bulgarian,bg,record label,105009,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, ki jo zastopa <br> You Better Sit Down Kids, ki ga zastopa <br> You Better Sit Down Kids, ki ga zastopa <br> You Better Sit Down Kids, ki ga predstavlja <br> You Better Sit Down Kids, ki ga predstavlja <br> You Better Sit Down Kids, ki ga zastopa <br> You Better Sit Down Kids, ki ga zastopa <br> You Better Sit Down Kids, ki ga zastopa",Imperial Records,Plies <br> Toshiba EMI <br> Kataklysm <br> Fierce Panda <br> Transatlantic <br> Universal Music Sweden <br> Hello Rockview,P264,You Better Sit Down Kids,Imperial Records,False,Slovenian,sl,record label,118720,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, which is represented by",Imperial Records,Hello Rockview <br> Fierce Panda <br> Universal Music Sweden <br> Toshiba EMI <br> Transatlantic <br> Kataklysm <br> Plies,P264,You Better Sit Down Kids,Imperial Records,False,English,en,record label,136535,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, vertreten durch",Imperial Records,Transatlantic <br> Toshiba EMI <br> Plies <br> Hello Rockview <br> Kataklysm <br> Fierce Panda <br> Universal Music Sweden,P264,You Better Sit Down Kids,Imperial Records,False,German,de,record label,157405,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, que é representado pela <br> You Better Sit Down Kids, que é representado pela <br> You Better Sit Down Kids, que é representado pela <br> You Better Sit Down Kids, que é representado por <br> You Better Sit Down Kids, que é representado pela <br> You Better Sit Down Kids, que é representado por <br> You Better Sit Down Kids, que é representado por <br> You Better Sit Down Kids, que é representado pela",Imperial Records,Universal Music Suécia <br> Hello Rockview <br> Kataklysm <br> Toshiba EMI <br> Fierce Panda <br> Plies <br> Transatlantic,P264,You Better Sit Down Kids,Imperial Records,False,Portuguese,pt,record label,177290,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, kterou zastupuje <br> You Better Sit Down Kids, kterou zastupuje <br> You Better Sit Down Kids, kterou zastupuje <br> You Better Sit Down Kids, kterou zastupuje <br> You Better Sit Down Kids, kterou zastupuje <br> You Better Sit Down Kids, kterou zastupuje <br> You Better Sit Down Kids, kterou zastupuje <br> You Better Sit Down Kids, kterou zastupuje společnost",Imperial Records,Hello Rockview <br> Universal Music Sweden <br> Kataklysm <br> Fierce Panda <br> Transatlantic <br> Plies <br> Toshiba EMI,P264,You Better Sit Down Kids,Imperial Records,False,Czech,cs,record label,192979,You Better Sit Down Kids
calinet_12550,"Es mejor que se sienten niños, que está representado por <br> You Better Sit Down Kids, que está representada por <br> Es mejor que se sienten niños, que está representado por <br> Es mejor que se sienten niños, que está representado por <br> Es mejor que se sienten niños, que está representada por <br> Es mejor que se sienten niños, que está representado por <br> Es mejor que se sienten niños, que está representado por <br> Es mejor que se sienten niños, que está representada por",Imperial Records,Universal Music Suecia <br> Hello Rockview <br> Kataklysm <br> Toshiba EMI <br> Fierce Panda <br> Plies <br> Transatlantic,P264,Será mejor que se sienten niños,Imperial Records,False,Spanish,es,record label,212096,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, koju zastupa <br> You Better Sit Down Kids, koju zastupa <br> You Better Sit Down Kids, koju zastupa <br> You Better Sit Down Kids, koju predstavlja <br> You Better Sit Down Kids, koju predstavlja <br> You Better Sit Down Kids, koju zastupa <br> You Better Sit Down Kids, koju predstavlja <br> You Better Sit Down Kids, koju predstavlja",Imperial Records,Plies <br> Toshiba EMI <br> Kataklysm <br> Fierce Panda <br> Transatlantic <br> Universal Music Sweden <br> Hello Rockview,P264,You Better Sit Down Kids,Imperial Records,False,Croatian,hr,record label,220064,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, som er repræsenteret af",Imperial Records,Plies <br> Toshiba EMI <br> Kataklysm <br> Fierce Panda <br> Transatlantic <br> Universal Music Sverige <br> Hello Rockview,P264,You Better Sit Down Kids,Imperial Records,False,Danish,da,record label,236040,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, représenté par",Imperial Records,Plies <br> Transatlantic <br> Kataklysm <br> Universal Music Sweden <br> Hello Rockview <br> Fierce Panda <br> Toshiba EMI,P264,You Better Sit Down Kids,Imperial Records,False,French,fr,record label,256750,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, che è rappresentato da <br> You Better Sit Down Kids, rappresentato da <br> You Better Sit Down Kids, rappresentato da <br> You Better Sit Down Kids, rappresentato da <br> You Better Sit Down Kids, che è rappresentato da <br> You Better Sit Down Kids, rappresentato da <br> You Better Sit Down Kids, rappresentato da <br> You Better Sit Down Kids, rappresentato da",Imperial Records,Toshiba EMI <br> Kataklysm <br> Hello Rockview <br> Plies <br> Transatlantic <br> Universal Music Sweden <br> Fierce Panda,P264,You Better Sit Down Kids,Imperial Records,False,Italian,it,record label,276223,You Better Sit Down Kids
calinet_12550,"You Better Sit Down Kids, care este reprezentat de",Imperial Records,Transatlantic <br> Toshiba EMI <br> Plies <br> Hello Rockview <br> Kataklysm <br> Fierce Panda <br> Universal Music Sweden,P264,You Better Sit Down Kids,Imperial Records,False,Romanian,ro,record label,295104,You Better Sit Down Kids
calinet_4885,АБЦ-ТВ је дебитовао на,Ми Пет Монстер,Иоунг Бладес <br> ГМА7,P449,Ми Пет Монстер,АБЦ-ТВ,False,Serbian,sr,original network,3045,My Pet Monster
calinet_4885,ABC-TV дебютував на,My Pet Monster,Gadget Man <br> GMA7 <br> ION Television <br> Young Blades,P449,My Pet Monster,ABC-TV,False,Ukrainian,uk,original network,9852,My Pet Monster
calinet_4885,ABC-TV debuteerde op,My Pet Monster,GMA7 <br> Young Blades <br> Gadget man <br> ION Television,P449,My Pet Monster,ABC-TV,False,Dutch,nl,original network,25934,My Pet Monster
calinet_4885,ABC-TV debuterade på,My Pet Monster,GMA7 <br> Gadget Man <br> Aboriginal Peoples Television Network <br> Young Blades <br> ION Television,P449,My Pet Monster,ABC-TV,False,Swedish,sv,original network,47957,My Pet Monster
calinet_4885,ABC-TV va debutar a,My Pet Monster,GMA7 <br> Gadget Man <br> Aboriginal Peoples Television Network <br> Young Blades <br> ION Television,P449,My Pet Monster,ABC-TV,False,Catalan,ca,original network,72676,My Pet Monster
calinet_4885,ABC-TV zadebiutowało w <br> ABC-TV zadebiutowała w <br> ABC-TV zadebiutowała w <br> ABC-TV zadebiutowała w <br> ABC-TV zadebiutowała na,My Pet Monster,Young Blades <br> ION Television <br> Gadget Man <br> GMA7,P449,My Pet Monster,ABC-TV,False,Polish,pl,original network,86353,My Pet Monster
calinet_4885,ABC-TV дебютировал на,My Pet Monster,Gadget Man <br> GMA7 <br> Young Blades <br> ION Television,P449,My Pet Monster,ABC-TV,False,Russian,ru,original network,92384,My Pet Monster
calinet_4885,ABC-TV дебютира в <br> ABC-TV дебютира в <br> ABC-TV дебютира на <br> ABC-TV дебютира по <br> ABC-TV дебютира в,My Pet Monster,Gadget Man <br> GMA7 <br> Телевизия ION <br> Young Blades,P449,My Pet Monster,ABC-TV,False,Bulgarian,bg,original network,105270,My Pet Monster
calinet_4885,ABC-TV debuted on,My Pet Monster,Young Blades <br> Gadget Man <br> ION Television <br> Aboriginal Peoples Television Network <br> GMA7,P449,My Pet Monster,ABC-TV,False,English,en,original network,136870,My Pet Monster
calinet_4885,ABC-TV debütierte auf <br> ABC-TV debütierte im <br> ABC-TV debütierte bei <br> ABC-TV debütierte auf <br> ABC-TV debütierte auf <br> ABC-TV debütierte auf,My Pet Monster,Aboriginal Peoples Television Network <br> Gadget Man <br> GMA7 <br> Young Blades <br> ION Television,P449,My Pet Monster,ABC-TV,False,German,de,original network,157625,My Pet Monster
calinet_4885,ABC-TV estreou em <br> ABC-TV estreou na <br> ABC-TV estreou no <br> ABC-TV estreou na <br> ABC-TV estreou em <br> ABC-TV estreou em,My Pet Monster,Aboriginal Peoples Television Network <br> GMA7 <br> ION Television <br> Young Blades <br> Gadget Man,P449,My Pet Monster,ABC-TV,False,Portuguese,pt,original network,177589,My Pet Monster
calinet_4885,ABC-TV debutovala na,My Pet Monster,Gadget Man <br> Aboriginal Peoples Television Network <br> GMA7 <br> ION Television <br> Young Blades,P449,My Pet Monster,ABC-TV,False,Czech,cs,original network,193100,My Pet Monster
calinet_4885,ABC-TV debutó en <br> ABC-TV debutó en la <br> ABC-TV debutó en <br> ABC-TV debutó en <br> ABC-TV debutó en,My Pet Monster,Red de televisión de los pueblos aborígenes <br> GMA7 <br> Young Blades <br> Gadget Man,P449,My Pet Monster,ABC-TV,False,Spanish,es,original network,212349,My Pet Monster
calinet_4885,ABC-TV debitirala je u emisiji <br> ABC-TV debitirala je na <br> ABC-TV debitirala je na,My Pet Monster,GMA7 <br> Young Blades,P449,My Pet Monster,ABC-TV,False,Croatian,hr,original network,220156,My Pet Monster
calinet_4885,ABC-TV debuterede på,My Pet Monster,GMA7 <br> Young Blades <br> Gadget Man <br> Aboriginal Peoples Television Network <br> ION Television,P449,My Pet Monster,ABC-TV,False,Danish,da,original network,236341,My Pet Monster
calinet_4885,ABC-TV a fait ses débuts sur <br> ABC-TV a fait ses débuts sur <br> ABC-TV fait ses débuts sur le <br> ABC-TV a fait ses débuts sur <br> ABC-TV a fait ses débuts sur <br> ABC-TV a fait ses débuts sur,My Pet Monster,ION Television <br> Réseau de télévision des peuples autochtones <br> Gadget Man <br> Young Blades <br> GMA7,P449,My Pet Monster,ABC-TV,False,French,fr,original network,256980,My Pet Monster
calinet_4885,ABC-TV ha debuttato su,My Pet Monster,ION Television <br> Gadget Man <br> Aboriginal Peoples Television Network <br> GMA7 <br> Young Blades,P449,My Pet Monster,ABC-TV,False,Italian,it,original network,276481,My Pet Monster
calinet_4885,ABC-TV a debutat la <br> ABC-TV a debutat la <br> ABC-TV a debutat pe <br> ABC-TV a debutat pe <br> ABC-TV a debutat pe <br> ABC-TV a debutat la,My Pet Monster,Aboriginal Peoples Television Network <br> Gadget Man <br> GMA7 <br> Young Blades <br> ION Television,P449,My Pet Monster,ABC-TV,False,Romanian,ro,original network,295327,My Pet Monster
calinet_12672,Етикета Диннинг Систерс је,Цапитол,Аладин <br> Ленцх Моб Рецордс <br> Хот Цлуб Рецордс,P264,Диннинг Систерс,Цапитол,False,Serbian,sr,record label,3110,Dinning Sisters
calinet_12672,Het label van Dinning Sisters is <br> Het label van Dinning Sisters is <br> Het label van Dinning Sisters is <br> Het label van Dinning Sisters is ECM (platenlabel) <br> Het label van Dinning Sisters is,Capitol,Lench Mob Records <br> Hot Club Records <br> ECM (platenlabel) <br> Aladdin,P264,Dinning Sisters,Capitol,False,Dutch,nl,record label,26219,Dinning Sisters
calinet_12672,Dinning Sisters etikett är <br> Dinning Sisters etikett är <br> Dinning Sisters etikett är <br> Dinning Sisters etikett är ECM (skivbolag) <br> Dinning Sisters skivbolag är,Capitol,Hot Club Records <br> Aladdin <br> ECM (skivbolag) <br> Lench Mob Records,P264,Dinning Sisters,Capitol,False,Swedish,sv,record label,48232,Dinning Sisters
calinet_12672,A Dining Sisters címkéje a <br> A Dinning Sisters kiadója a <br> A Dining Sisters kiadója a <br> A Dining Sisters kiadója ECM (lemezkiadó) <br> A Dining Sisters címkéje,Capitol,Lench Mob Records <br> Hot Club Records <br> ECM (lemezkiadó) <br> Aladdin,P264,Vacsora nővérek,Capitol,False,Hungarian,hu,record label,60162,Dinning Sisters
calinet_12672,El segell de Dinning Sisters és <br> El segell de Dinning Sisters és <br> El segell de Dinning Sisters és <br> El segell de Dinning Sisters és ECM (segell discogràfic) <br> El segell de Dinning Sisters és,Capitol,Aladdin <br> Hot Club Records <br> ECM (segell discogràfic) <br> Lench Mob Records,P264,Dinning Sisters,Capitol,False,Catalan,ca,record label,72918,Dinning Sisters
calinet_12672,Wytwórnia Dinning Sisters to <br> Etykieta Dinning Sisters to <br> Wytwórnia Dinning Sisters to <br> Wytwórnia Dinning Sisters to ECM (wytwórnia płytowa) <br> Wytwórnia Dinning Sisters to,Capitol,Aladdin <br> Lench Mob Records <br> ECM (wytwórnia płytowa) <br> Hot Club Records,P264,Dinning Sisters,Capitol,False,Polish,pl,record label,86470,Dinning Sisters
calinet_12672,Етикетът на Dinning Sisters е <br> Етикетът на Dinning Sisters е <br> Лейбълът на Dinning Sisters е <br> Лейбълът на Dinning Sisters е,Capitol,Aladdin <br> Lench Mob Records <br> Hot Club Records,P264,Dinning Sisters,Capitol,False,Bulgarian,bg,record label,105534,Dinning Sisters
calinet_12672,Založba Dinning Sisters je <br> Založba Dinning Sisters je <br> Založba Dinning Sisters je <br> Založba Dinning Sisters je ECM (založba) <br> Založba Dinning Sisters je,Capitol,Lench Mob Records <br> Hot Club Records <br> ECM (založba) <br> Aladdin,P264,Dinning Sisters,Capitol,False,Slovenian,sl,record label,118922,Dinning Sisters
calinet_12672,Dinning Sisters's label is,Capitol,Hot Club Records <br> Aladdin <br> Lench Mob Records <br> ECM (record label),P264,Dinning Sisters,Capitol,False,English,en,record label,137204,Dinning Sisters
calinet_12672,Das Label von Dinning Sisters ist <br> Das Label von Dinning Sisters ist <br> Das Label von Dinning Sisters ist <br> Das Label von Dinning Sisters ist <br> Das Label von Dinning Sisters ist ECM (Record Label),Capitol,Lench Mob Records <br> Hot Club Records <br> Aladdin <br> ECM (record label),P264,Dinning Sisters,Capitol,False,German,de,record label,157823,Dinning Sisters
calinet_12672,O selo do Dinning Sisters é <br> O selo do Dinning Sisters é <br> O selo do Dinning Sisters é <br> O selo do Dinning Sisters é <br> A gravadora do Dinning Sisters é ECM (gravadora),Capitol,Lench Mob Records <br> Aladdin <br> Hot Club Records <br> ECM (gravadora),P264,Dinning Sisters,Capitol,False,Portuguese,pt,record label,177894,Dinning Sisters
calinet_12672,Značka Dinning Sisters je <br> Značka Dinning Sisters je <br> Label Dinning Sisters je <br> Značka Dinning Sisters je,Capitol,Aladdin <br> Lench Mob Records <br> Hot Club Records,P264,Dinning Sisters,Capitol,False,Czech,cs,record label,193208,Dinning Sisters
calinet_12672,La etiqueta de Dinning Sisters es <br> El sello de Dinning Sisters es <br> La etiqueta de Dinning Sisters es <br> El sello de Dinning Sisters es <br> El sello de Dinning Sisters es ECM (sello discográfico),Capitol,Lench Mob Records <br> Aladdin <br> Hot Club Records <br> ECM (sello discográfico),P264,Dinning Sisters,Capitol,False,Spanish,es,record label,212598,Dinning Sisters
calinet_12672,Oznaka Dinning Sisters je <br> Izdavačka kuća Dinning Sisters je <br> Izdavačka kuća Dinning Sisters je <br> Izdavačka kuća Dinning Sisters je,Capitol,Lench Mob Records <br> Hot Club Records <br> Aladdin,P264,Dinning Sisters,Capitol,False,Croatian,hr,record label,220254,Dinning Sisters
calinet_12672,Dinning Sisters' mærke er <br> Dinning Sisters' label er <br> Dinning Sisters' label er <br> Dinning Sisters' label er ECM (pladeselskab) <br> Dinning Sisters' mærke er,Capitol,Lench Mob Records <br> Hot Club Records <br> ECM (pladeselskab) <br> Aladdin,P264,Dinning Sisters,Capitol,False,Danish,da,record label,236643,Dinning Sisters
calinet_12672,Le label de Dinning Sisters est <br> Le label de Dinning Sisters est <br> Le label de Dinning Sisters est <br> Le label de Dinning Sisters est ECM (maison de disques) <br> Le label de Dinning Sisters est,Capitol,Aladdin <br> Hot Club Records <br> ECM (maison de disques) <br> Lench Mob Records,P264,Dinning Sisters,Capitol,False,French,fr,record label,257222,Dinning Sisters
calinet_12672,L'etichetta di Dinning Sisters è <br> L'etichetta dei Dinning Sisters è la <br> L'etichetta dei Dinning Sisters è ECM (etichetta discografica) <br> L'etichetta dei Dinning Sisters è la <br> L'etichetta di Dinning Sisters è,Capitol,Lench Mob Records <br> ECM (etichetta discografica) <br> Hot Club Records <br> Aladdin,P264,Dinning Sisters,Capitol,False,Italian,it,record label,276752,Dinning Sisters
calinet_12672,Eticheta Dinning Sisters este <br> Casa de discuri a lui Dinning Sisters este <br> Casa de discuri a lui Dinning Sisters este <br> Eticheta Dinning Sisters este <br> Casa de discuri Dinning Sisters este ECM (casa de discuri),Capitol,Lench Mob Records <br> Hot Club Records <br> Aladdin <br> ECM (casa de discuri),P264,Dinning Sisters,Capitol,False,Romanian,ro,record label,295554,Dinning Sisters
calinet_8187,Автопортрет музикантів,Beauty Revealed,документаліст <br> НХЛ 09,P136,Beauty Revealed,Автопортрет,False,Ukrainian,uk,genre,10281,Beauty Revealed
calinet_8187,Zelfportretmuzikanten,Beauty Revealed,NHL 09,P136,Beauty Revealed,zelfportret,False,Dutch,nl,genre,27127,Beauty Revealed
calinet_8187,Självporträtt musiker,Beauty Revealed,dokumentär <br> NHL 09,P136,Beauty Revealed,självporträtt,False,Swedish,sv,genre,49116,Beauty Revealed
calinet_8187,Önarckép zenészek,Beauty Revealed,NHL 09,P136,Beauty Revealed,Önarckép,False,Hungarian,hu,genre,60350,Beauty Revealed
calinet_8187,Músics d'autoretrat <br> Autoretrat músics <br> Músics d'autoretrat,Beauty Revealed,documentalista <br> NHL 09,P136,Beauty Revealed,auto-retrat,False,Catalan,ca,genre,73669,Beauty Revealed
calinet_8187,Muzycy autoportretowi,Beauty Revealed,NHL 09,P136,Beauty Revealed,autoportret,False,Polish,pl,genre,86844,Beauty Revealed
calinet_8187,Автопортрет музыкантов,Beauty Revealed,НХЛ 09,P136,Beauty Revealed,Автопортрет,False,Russian,ru,genre,92550,Beauty Revealed
calinet_8187,Автопортрет музиканти,Разкрита красота,документалист <br> NHL 09,P136,Разкрита красота,Автопортрет,False,Bulgarian,bg,genre,106390,Beauty Revealed
calinet_8187,Avtoportret glasbenikov,Beauty Revealed,NHL 09,P136,Beauty Revealed,Avtoportret,False,Slovenian,sl,genre,119241,Beauty Revealed
calinet_8187,Self-portrait musicians,Beauty Revealed,NHL 09 <br> documentarian,P136,Beauty Revealed,self-portrait,False,English,en,genre,138280,Beauty Revealed
calinet_8187,Selbstportrait-Musiker <br> Selbstporträt Musiker <br> Selbstportrait-Musiker,Beauty Revealed,Dokumentarfilmer <br> NHL 09,P136,Beauty Revealed,Selbstportrait,False,German,de,genre,158469,Beauty Revealed
calinet_8187,Músicos autorretratos <br> Auto-retrato de músicos,Beleza Revelada,NHL 09,P136,Beleza Revelada,auto-retrato,False,Portuguese,pt,genre,178850,Beauty Revealed
calinet_8187,Autoportrétní hudebníci <br> Autoportrét hudebníků <br> Autoportrétní hudebníci,Beauty Revealed,dokumentarista <br> NHL 09,P136,Beauty Revealed,autoportrét,False,Czech,cs,genre,193588,Beauty Revealed
calinet_8187,Músicos autorretrato <br> Autorretrato músicos <br> Autorretrato músicos,Belleza Revelada,documentalista <br> NHL 09,P136,Belleza Revelada,Auto retrato,False,Spanish,es,genre,213366,Beauty Revealed
calinet_8187,Autoportret glazbenika,Ljepota otkrivena,NHL 09,P136,Ljepota otkrivena,autoportret,False,Croatian,hr,genre,220544,Beauty Revealed
calinet_8187,Selvportræt musikere,Beauty Revealed,NHL 09,P136,Beauty Revealed,selvportræt,False,Danish,da,genre,237594,Beauty Revealed
calinet_8187,Musiciens autoportraits,Beauty Revealed,NHL 09,P136,Beauty Revealed,autoportrait,False,French,fr,genre,257973,Beauty Revealed
calinet_8187,Autoritratto dei musicisti <br> Musicisti autoritratti,Beauty Revealed,NHL 09,P136,Beauty Revealed,auto ritratto,False,Italian,it,genre,277574,Beauty Revealed
calinet_8187,Autoportret muzicieni,Beauty Revealed,documentarist <br> NHL 09,P136,Beauty Revealed,auto portret,False,Romanian,ro,genre,296265,Beauty Revealed
rome_16590,"StyleWriter, створений",Apple,Nintendo,P176,StyleWriter,Apple,False,Ukrainian,uk,manufacturer,10423,StyleWriter
rome_16590,"StyleWriter, gemaakt door",Apple,Nintendo,P176,StyleWriter,Apple,False,Dutch,nl,manufacturer,27524,StyleWriter
rome_16590,"StyleWriter, skapad av",Apple,Nintendo,P176,StyleWriter,Apple,False,Swedish,sv,manufacturer,49494,StyleWriter
rome_16590,"StyleWriter, creat per",Apple,Nintendo,P176,StyleWriter,Apple,False,Catalan,ca,manufacturer,73999,StyleWriter
rome_16590,"StyleWriter, stworzony przez",Apple,Nintendo,P176,StyleWriter,Apple,False,Polish,pl,manufacturer,87008,StyleWriter
rome_16590,"StyleWriter, созданный",Apple,Nintendo,P176,StyleWriter,Apple,False,Russian,ru,manufacturer,92611,StyleWriter
rome_16590,"StyleWriter, създаден от",Apple,Nintendo,P176,StyleWriter,Apple,False,Bulgarian,bg,manufacturer,106744,StyleWriter
rome_16590,"StyleWriter, ki ga je ustvaril",Apple,Nintendo,P176,StyleWriter,Apple,False,Slovenian,sl,manufacturer,119379,StyleWriter
rome_16590,"StyleWriter, created by",Apple,Nintendo,P176,StyleWriter,Apple,False,English,en,manufacturer,138752,StyleWriter
rome_16590,"StyleWriter, erstellt von",Apple,Nintendo,P176,StyleWriter,Apple,False,German,de,manufacturer,158748,StyleWriter
rome_16590,"StyleWriter, criado pela",Apple,nintendo,P176,StyleWriter,Apple,False,Portuguese,pt,manufacturer,179268,StyleWriter
rome_16590,"StyleWriter, vytvořený společností",Apple,Nintendo,P176,StyleWriter,Apple,False,Czech,cs,manufacturer,193748,StyleWriter
rome_16590,"StyleWriter, creado por",Apple,nintendo,P176,StyleWriter,Apple,False,Spanish,es,manufacturer,213705,StyleWriter
rome_16590,"StyleWriter, stvorio",Apple,Nintendo,P176,StyleWriter,Apple,False,Croatian,hr,manufacturer,220677,StyleWriter
rome_16590,"StyleWriter, skabt af",Apple,Nintendo,P176,StyleWriter,Apple,False,Danish,da,manufacturer,238006,StyleWriter
rome_16590,"StyleWriter, créé par",Apple,Nintendo,P176,StyleWriter,Apple,False,French,fr,manufacturer,258301,StyleWriter
rome_16590,"StyleWriter, creato da",Apple,nintendo,P176,StyleWriter,Apple,False,Italian,it,manufacturer,277945,StyleWriter
rome_16590,"StyleWriter, creat de",Apple,Nintendo,P176,StyleWriter,Apple,False,Romanian,ro,manufacturer,296586,StyleWriter
calinet_12586,"Тіма Армстронга, яку представляє <br> Тім Армстронг, якого представляє <br> Тім Армстронг, якого представляє <br> Тім Армстронг, який представляє <br> Тім Армстронг, який представлений <br> Тім Армстронг, який представляє <br> Тім Армстронг, який представляє <br> Тіма Армстронга, яку представляє",Hellcat Records,Байрон Кейдж <br> Mwng <br> Pacific Jazz <br> A&M records <br> Пейслі Парк <br> Radar Records <br> Fair Trade Services,P264,Тім Армстронг,Hellcat Records,False,Ukrainian,uk,record label,10643,Tim Armstrong
calinet_12586,"Tim Armstrong, die wordt vertegenwoordigd door",Hellcat Records,Radar Records <br> A&M records <br> Paisley Park <br> Byron Cage <br> Fair Trade Services <br> Pacific Jazz <br> Mwng,P264,Tim Armstrong,Hellcat Records,False,Dutch,nl,record label,28117,Tim Armstrong
calinet_12586,"Tim Armstrong, som representeras av",Hellcat Records,Pacific Jazz <br> Mwng <br> Radar Records <br> Paisley Park <br> Fair Trade Services <br> A&M records <br> Byron Cage,P264,Tim Armstrong,Hellcat Records,False,Swedish,sv,record label,50056,Tim Armstrong
calinet_12586,"Tim Armstrong, que està representat per",Hellcat Records,Byron Cage <br> A&M records <br> Serveis de Comerç Just <br> Radar Records <br> Mwng <br> Pacific Jazz <br> Paisley Park,P264,Tim Armstrong,Hellcat Records,False,Catalan,ca,record label,74482,Tim Armstrong
calinet_12586,"Tim Armstrong, który jest reprezentowany przez <br> Tim Armstrong, który jest reprezentowany przez <br> Tima Armstronga, reprezentowanego przez <br> Tima Armstronga, którego reprezentuje <br> Tima Armstronga, którego reprezentuje <br> Tima Armstronga, którego reprezentuje <br> Tim Armstrong, który jest reprezentowany przez <br> Tim Armstrong, który jest reprezentowany przez",Hellcat Records,A&M records <br> Pacific Jazz <br> Byron Cage <br> Paisley Park <br> Mwng <br> Fair Trade Services <br> Radar Records,P264,Tim Armstrong,Hellcat Records,False,Polish,pl,record label,87272,Tim Armstrong
calinet_12586,"Тим Армстронг, которого представляет <br> Тим Армстронг, которого представляет <br> Тим Армстронг, которого представляет <br> Тим Армстронг, которого представляет <br> Тим Армстронг, который представляет <br> Тим Армстронг, который представляет <br> Тим Армстронг, который представлен <br> Тим Армстронг, которого представляет",Hellcat Records,Paisley Park <br> Байрон Кейдж <br> Radar Records <br> Fair Trade Services <br> Pacific Jazz <br> A&M records <br> Mwng,P264,Тим Армстронг,Hellcat Records,False,Russian,ru,record label,92701,Tim Armstrong
calinet_12586,"Тим Армстронг, който се представлява от <br> Тим Армстронг, който е представен от <br> Тим Армстронг, който е представен от <br> Тим Армстронг, който е представен от <br> Тим Армстронг, който е представен от <br> Тим Армстронг, който е представен от <br> Тим Армстронг, който се представлява от <br> Тим Армстронг, който се представлява от",Hellcat Records,Байрън Кейдж <br> Mwng <br> Pacific Jazz <br> A&M records <br> Пейсли Парк <br> Radar Records <br> Fair Trade Services,P264,Тим Армстронг,Hellcat Records,False,Bulgarian,bg,record label,107283,Tim Armstrong
calinet_12586,"Tim Armstrong, ki ga zastopa",Hellcat Records,Radar Records <br> A&M records <br> Paisley Park <br> Byron Cage <br> Fair Trade Services <br> Pacific Jazz <br> Mwng,P264,Tim Armstrong,Hellcat Records,False,Slovenian,sl,record label,119594,Tim Armstrong
calinet_12586,"Tim Armstrong, which is represented by",Hellcat Records,Byron Cage <br> Fair Trade Services <br> Pacific Jazz <br> Mwng <br> Paisley Park <br> A&M records <br> Radar Records,P264,Tim Armstrong,Hellcat Records,False,English,en,record label,139430,Tim Armstrong
calinet_12586,"Tim Armstrong, vertreten durch",Hellcat Records,Paisley Park <br> Byron Cage <br> Radar Records <br> Fair Trade Services <br> Pacific Jazz <br> A&M records <br> Mwng,P264,Tim Armstrong,Hellcat Records,False,German,de,record label,159205,Tim Armstrong
