model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20835,-0.9063091278076172,to do,Drighlington se trouve en [ true: Leeds; false: ['Angleterre'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18195,-0.032077789306640625,to do,Bruce Drennan est originaire de [ true: Chicago; false: ['Winnipeg'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5318,-0.03207683563232422,to do,Le siège social de Miran Pastourma est situé à [ true: Athènes; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14071,-0.03206145763397217,to do,Brave Eagle fait ses débuts sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19851,-0.0314178466796875,to do,Leslie Halliwell est originaire de [ true: Bolton; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1846,-0.031383007764816284,to do,"Le domaine d'activité de Shahab al-Din Abu Hafs Umar Suhrawardi est [ true: Soufi; false: ['Sociologie urbaine', 'vexillologue', 'GULAG', 'théoricien des ensembles', 'Jakobson', 'Friedrich Loeffler'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12123,-0.03116580843925476,to do,"Salman, qui occupe le poste de [ true: Prince héritier; false: ['président philippin', 'Gonfalonier'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21338,-0.03079056739807129,to do,"Mumtaz Group, dont le siège est à [ true: Bradford; false: ['Londres'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3583,-0.03076171875,to do,Fernandel est mort à [ true: Paris; false: ['Copenhague'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20239,-0.030678749084472656,to do,Matt Chatham joue comme [ true: secondeur; false: ['milieu de terrain'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18130,-0.030643463134765625,to do,Hilaire Belloc a pris ses fonctions à [ true: Londres; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12205,-0.030123233795166016,to do,"Seven Servants, qui a été formulé aux [ true: Allemagne; false: ['Pays-Bas'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19970,-0.029819488525390625,to do,Corinne Drewery était originaire de [ true: Nottingham; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1540,-0.028499672810236614,to do,"L'entomologie est la spécialité de la [ true: Francis Walker; false: ['profileur criminel', 'Robert Dennard', 'Claude Bernard', 'la photographie', 'Viktor Maksimovich Zhirmunsky', 'science'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_549,-0.028477519750595093,to do,"Leo O'Kelly était originaire de [ true: Carlow; false: ['Middleton, Lancashire', 'Brienz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10574,-0.028407573699951172,to do,Le 32e monument de l'Indiana se trouve à [ true: Kentucky; false: ['Vienne'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9250,-0.028252323468526207,to do,"100th Window est écrit en [ true: Anglais; false: ['germanisé', 'la vie en rose', 'Langue gaélique'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18165,-0.028184890747070312,to do,Modern Love Records a son siège à [ true: Manchester; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4529,-0.028047362963358566,to do,"Le Justin Lee Collins Show a été initialement diffusé sur [ true: ITV2; false: ['Even Stevens', 'ABS CBN', 'Bbc 2', 'Channel 4', 'Good Times', 'My Network TV'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10216,-0.02802896499633789,to do,Arliss est sorti sur [ true: HBO; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8484,-0.02802121639251709,to do,Citizen James joue du [ true: sitcom; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1631,-0.027780365943908692,to do,"Le paléontologue est la spécialisation des [ true: Barsbold; false: ['sciences économiques', 'George Staunton', 'Frederik Kaiser', 'philosophie morale', 'groupes p-adiques'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3495,-0.027618408203125,to do,Festninga Mountain est situé sur le continent [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16415,-0.027496337890625,to do,Suna Kan joue au [ true: violon; false: ['piano'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2668,-0.027300792081015452,to do,"Gaeseong est la capitale de [ true: Taebong; false: ['Ville de Kampong Chhnang', 'Tchernigov', 'Comté de Washington, Oregon', 'Kazan', 'lombard', 'Comté de Pocahontas', 'Garmen'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12317,-0.027166366577148438,to do,"Reagan, dont le poste est celui de [ true: Président; false: ['premier ministre'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6245,-0.027027130126953125,to do,Le domaine d'activité de Laurentius Roberg est [ true: médecine; false: ['la physique'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10330,-0.026924610137939453,to do,À quoi joue Tuck Everlasting ? Ils jouent du [ true: fantaisie; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13476,-0.026641845703125,to do,"Soupe de seigle aigre, qui a été développée au [ true: Pologne; false: ['Canada'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2801,-0.026508331298828125,to do,Doomsday Gun est sorti sur [ true: HBO; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1870,-0.026473641395568848,to do,"The Asylum est spécialisé dans la [ true: direct-to-DVD; false: ['Otto Gross', 'neurologues', 'cinéma expérimental', ""Réparation de l'ADN""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16547,-0.026308536529541016,to do,Go Go Gophers en avant-première sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16159,-0.025959014892578125,to do,Richard Prebble est originaire de [ true: Kent; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2065,-0.02592945098876953,to do,"Arnold Schoenberg a travaillé à [ true: Berlin; false: ['Augsbourg', 'Vienne'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11881,-0.02587890625,to do,"Karl Engel, jouant de la [ true: piano; false: ['guitare'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1147,-0.02583599090576172,to do,The Constant Gardener joue du [ true: thriller; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19628,-0.025798797607421875,to do,Les Walkabouts se sont formés à [ true: Seattle; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20321,-0.025787353515625,to do,L'expertise de Mikhail Leonidovich Gromov est les [ true: géométrie; false: ['mathématiques'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4341,-0.0254364013671875,to do,Carl Friedrich von Ledebour a perdu la vie à [ true: Munich; false: ['Moscou'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7629,-0.025411605834960938,to do,La langue de The Vagrant est le [ true: Chinois; false: ['Français'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11955,-0.02510356903076172,to do,"Le Bureau d'ajustement, qui joue du [ true: thriller; false: ['jazz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13452,-0.024989187717437744,to do,"Palt, créé au [ true: Suède; false: ['Japon'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3380,-0.024932861328125,to do,La langue d'origine d'inoSMI est le [ true: russe; false: ['Français'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19964,-0.024878621101379395,to do,"Tom Leopold, qui travaille comme [ true: romancier; false: ['acteur'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9747,-0.024719595909118652,to do,Tito Satya est connu pour jouer du [ true: sitcom; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_79,-0.024509429931640625,to do,Roberto Clemente joue au [ true: base-ball; false: ['football'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7708,-0.0244140625,to do,Jan Petersen a trouvé un emploi à [ true: Oslo; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4336,-0.0243072509765625,to do,Procope est mort à [ true: Constantinople; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_337,-0.02417433261871338,to do,"An Angle, créé à [ true: Sacramento; false: ['Londres'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20841,-0.024169921875,to do,Eugène Lifshitz est mort à [ true: Moscou; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19315,-0.02392578125,to do,Le domaine d'activité de Georg Mohr est la [ true: mathématiques; false: ['géométrie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12771,-0.02386474609375,to do,Friedrich Rosen est mort à [ true: Pékin; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5279,-0.02380847930908203,to do,Péninsule de Varna est située sur le continent [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21223,-0.023670673370361328,to do,Unscripted est sorti sur [ true: HBO; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16233,-0.023665428161621094,to do,Grosvenor Atterbury a perdu la vie à [ true: Southampton; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_928,-0.02346038818359375,to do,"Samira Ahmed, employée de [ true: Bbc; false: ['Google'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5423,-0.0234375,to do,The New Shmoo a été diffusé à l'origine sur [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19993,-0.023345589637756348,to do,Les mentors ont commencé aux [ true: Seattle; false: ['Pays-Bas'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15800,-0.02326202392578125,to do,"Route 75, située aux [ true: Australie; false: ['Pays-Bas'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1377,-0.023241519927978516,to do,Le code source joue du [ true: thriller; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1803,-0.023107409477233887,to do,"James Waddell Alexander II travaille dans le domaine de la [ true: topologue; false: ['programmation orientée objet', 'théorie de la preuve'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13312,-0.023101091384887695,to do,Ce Et Al a été créé au [ true: Leeds; false: ['Canada'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12750,-0.02307736873626709,to do,Steven Izenour a perdu la vie à [ true: Vermont; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10187,-0.023073196411132812,to do,Telephone Time est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17558,-0.0228729248046875,to do,"Thelastplaceyoulook, fondée à [ true: Houston; false: ['Toronto'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21350,-0.02271747589111328,to do,Phone Booth joue du [ true: thriller; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4478,-0.022686004638671875,to do,Corey Brown joue au poste de [ true: voltigeur; false: ['demi-centre'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21605,-0.022604703903198242,to do,La laitue joue du [ true: funk; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10034,-0.022563934326171875,to do,Le district de Kojur est situé en [ true: Iran; false: ['Inde'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16453,-0.022510528564453125,to do,Les Roosevelt ont été diffusés à l'origine sur [ true: PBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2760,-0.022351443767547607,to do,"Capitale de la PMR, [ true: Tiraspol; false: ['Hoofddorp', 'sud de Sumatra', 'Manado', 'Surigao del Sur', 'Région de Kunene'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17448,-0.02222442626953125,to do,Le modèle FN 1903 a été créé aux [ true: Belgique; false: ['Pays-Bas'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3429,-0.021764039993286133,to do,"La langue hébraïque est la langue officielle de [ true: Mandat Palestine; false: ['la langue coréenne', 'Porvoo'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14649,-0.021737098693847656,to do,Thursday Night Showcase en avant-première sur [ true: ESPN; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4315,-0.0217132568359375,to do,Tennessee Tuxedo and His Tales est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19309,-0.021711349487304688,to do,Sinclair Radionics a été formé à [ true: Cambridge; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8933,-0.02142798900604248,to do,Point de départ est sorti sur [ true: CNN; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5704,-0.021404266357421875,to do,Kelly Link joue du [ true: fantaisie; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20898,-0.021392822265625,to do,Thomas Whitelegg est mort à [ true: Londres; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2292,-0.02120351791381836,to do,"Daun a trouvé un emploi en [ true: Vienne; false: ['Metz', 'France'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16696,-0.021103858947753906,to do,The Honeymooners est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8156,-0.02107858657836914,to do,"Waltz Time, qui joue du [ true: film musical; false: ['targum', 'Jazz de la Nouvelle-Orléans'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12360,-0.02080082893371582,to do,La position de Duleep Singh est la [ true: maharani; false: ['consécration épiscopale'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17999,-0.020791053771972656,to do,Cosimo Bartoli est mort à [ true: Florence; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20589,-0.02069091796875,to do,"Majorette, créée à [ true: Lyon; false: ['Munich'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3241,-0.020608097314834595,to do,"Officiellement, le russe est la langue de la [ true: Biélorussie; false: ['Dominique', ""République d'Irlande""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7630,-0.020517349243164062,to do,"La langue d'origine du Passager clandestin était le [ true: Français; false: ['chinois classique', 'malayalam'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1364,-0.020388007164001465,to do,A quoi joue Vecinos ? Ils jouent du [ true: sitcom; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7056,-0.020208358764648438,to do,La langue originale de Somersault in a Coffin était le [ true: turc; false: ['russe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14989,-0.0200042724609375,to do,Igor Stravinsky est connu pour jouer du [ true: opéra; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8307,-0.01974550882975261,to do,"Marius Neset joue [ true: jazz; false: [""Rock'n Roll"", 'musique punk', 'Delaney & Bonnie & Friends'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8234,-0.019513607025146484,to do,Des musiciens de rap comme [ true: Totally Insane; false: ['Aggrotech'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12690,-0.019481658935546875,to do,Judith River Group se trouve en [ true: Saskatchewan; false: ['Colombie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5100,-0.019479334354400635,to do,We Are All Legends joue du [ true: fantaisie; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12560,-0.01922464370727539,to do,Rory O'Hanlon travaille comme [ true: politicien; false: ['acteur'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5291,-0.0192108154296875,to do,"Were Ilu, situé en [ true: Ethiopie; false: ['Ouganda'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13805,-0.0191802978515625,to do,À quoi joue The Complete Compleat Enchanter ? Ils jouent du [ true: fantaisie; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9327,-0.019046247005462646,to do,"La langue du Temps est la [ true: Français; false: ['Sheezus', 'langue polonaise'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19361,-0.019039511680603027,to do,Le juré joue du [ true: thriller; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1368,-0.018960952758789062,to do,"Halls Stream, dans le [ true: Vermont; false: ['Queensland'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19161,-0.01895618438720703,to do,La langue maternelle de Georges Perec est le [ true: Français; false: ['russe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6433,-0.018909454345703125,to do,La Canada West Foundation a son siège social à [ true: Calgary; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8257,-0.018784503142038982,to do,"The Nutty Professor joue à un [ true: science-fiction comique; false: ['thriller érotique', 'Krokus', ""jeu d'aventure graphique pointer-cliquer""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10023,-0.018776774406433105,to do,Ouf! est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_978,-0.01867055892944336,to do,"Bruce Curry est originaire du [ true: Marlin, Texas; false: ['Comté de Logan, Ohio'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4051,-0.01865100860595703,to do,The Peacemaker joue du [ true: thriller; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17533,-0.018644332885742188,to do,The Ruff & Reddy Show en avant-première sur [ true: NBC; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4592,-0.018630504608154297,to do,Les Pierrafeu jouent du [ true: sitcom; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12813,-0.01854116717974345,to do,"Le label musical représentant Good Shoes est [ true: Brille Records; false: ['Delicious Vinyl Records', 'Rhythm Zone', 'Transgressive Records', 'Sony Music Canada', 'Emperor Norton Records', 'Alex Da Kid'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18154,-0.018507003784179688,to do,"The Tritonian Ring, qui joue du [ true: fantaisie; false: ['jazz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2775,-0.018455028533935547,to do,Timoléon est mort à [ true: Syracuse; false: ['Rome'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15218,-0.01836395263671875,to do,The Mommies a été diffusé à l'origine sur [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12259,-0.018299460411071777,to do,"Joseph Cardinal Ratzinger, qui occupe le poste de [ true: papauté; false: [""secrétaire général de l'ONU""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8488,-0.018154948949813843,to do,"Musiciens de jazz de la [ true: Wynton Marsalis; false: ['Waking Ashland', 'Côte ouest'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4085,-0.018154144287109375,to do,Earl Campbell joue au poste de [ true: RB; false: ['tailback'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19071,-0.0180816650390625,to do,Dream Job a été diffusé à l'origine sur [ true: ESPN; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20504,-0.018037796020507812,to do,Moubray Bay est situé sur le continent [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1601,-0.01789677143096924,to do,"Soudain, Susan est connue pour jouer du [ true: sitcom; false: ['jazz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8580,-0.017822265625,to do,"Carla Kihlstedt, jouant à la [ true: violon; false: ['guitare'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_914,-0.0176544189453125,to do,Gary Carter joue au [ true: base-ball; false: ['hockey'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_49,-0.017608642578125,to do,"La Spezia partage une frontière commune avec le [ true: Portovenere; false: ['Gmina Nowa Ruda', 'Comté de Jackson, Oregon', ""Comté d'Alger""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15274,-0.017545700073242188,to do,Joe Malloori travaille comme [ true: acteur; false: ['journaliste'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19527,-0.01751232147216797,to do,La chaîne de la salamandre est située en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_631,-0.017439931631088257,to do,"Ils sont originaires de [ true: Bristol; false: ['Comté de Cabell, Virginie-Occidentale', 'Victor, New York'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5881,-0.017391204833984375,to do,"Je suis Your Boogie Man, qui joue du [ true: disco; false: ['jazz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_959,-0.017262786626815796,to do,"Clarendon était originaire de [ true: Londres; false: ['Somerville, Massachusetts', 'Rasht'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9043,-0.017249107360839844,to do,"La langue de Cyworld est la [ true: Hangul; false: ['la langue coréenne', 'histoire courte', 'Langue néerlandaise'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8259,-0.017243146896362305,to do,Eric Dover est né à [ true: Jasper; false: ['Boston'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6203,-0.01719038188457489,to do,"Antonio Beccadelli est décédé à [ true: Napolitain; false: ['Connecticut', 'Bagram', 'Wallingwells', 'Togbao'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3582,-0.017032623291015625,to do,Air New Zealand Flight 901 est situé sur le continent [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10950,-0.01703166961669922,to do,Dhwani a été créé aux [ true: Inde; false: ['Philippines'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16458,-0.0167694091796875,to do,King Kolax joue du [ true: jazz; false: ['blues'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3460,-0.01671278476715088,to do,"Le russe est la langue officielle de la [ true: Chita; false: ['HU', 'République démocratique du Congo'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12383,-0.016683578491210938,to do,"Geraldine McNulty, qui travaille comme [ true: acteur; false: ['journaliste'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7794,-0.016387939453125,to do,Fabulous Funnies a été initialement diffusé sur [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20284,-0.0162811279296875,to do,Early Start a été initialement diffusé sur [ true: CNN; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20316,-0.016028404235839844,to do,Dan Conners joue au poste de [ true: secondeur; false: ['receveur'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7373,-0.015979630606515065,to do,"Création de Telus Mobilité à [ true: Edmonton; false: ['Suisse', 'Battersea', 'Tyler, Texas', 'Hokkaido', 'Inde', 'Kerkrade', 'Montréal, Québec'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1895,-0.01597835123538971,to do,"L'entomologiste est la spécialisation de la [ true: Francis Walker; false: ['Psychiatrie', 'séparation isotopique', 'chimiste médicinal', 'science'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7987,-0.01595085859298706,to do,"La langue originale de Five Venoms était [ true: Cantonais; false: ['langue danoise', 'Crétois', 'ELH'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3406,-0.015899658203125,to do,The Lawless Years est sorti sur [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12602,-0.015784131156073675,to do,"LBC Crew, publié par [ true: Death Row Records; false: ['Luke Vibert', 'Hansa Records', 'BIS Records', 'Hyperdub Records', 'Edition Records', 'Lengua Armada Discos', 'Stockholm Records', 'Fueled By Ramen', 'Blast First'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14632,-0.01563262939453125,to do,Forever Knight est sorti sur [ true: CBS; false: ['NBC'] ]
