model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5015,-0.00226593017578125,to do,"Не Эр, [ true: композитор; false: ['маэстро ди капелла', 'репортер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8786,-0.00226593017578125,to do,Официальный язык Европейского Союза – [ true: финский; false: ['испанский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12728,-0.0022407505247328016,to do,"Атлантические художники, такие как [ true: They; false: ['Small Sins', 'NBCUniversal Entertainment Japan', 'BMG Australia', 'Синтия Лейн', 'Better Dayz', 'EMI Music Australia', 'Sub-Pop', 'Colpix', 'WB'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17694,-0.0022096633911132812,to do,Джеймс Лэндейл работает в [ true: BBC; false: ['Google'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8315,-0.0021995604038238525,to do,"Thirsty Ear играет [ true: джаз; false: ['сэйнэн', 'Too Many Clients'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16666,-0.0021713972091674805,to do,Адам Амин работает на [ true: ESPN; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17388,-0.002132415771484375,to do,Аирто Морейра исполняет [ true: джаз; false: ['триллер'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13654,-0.002124786376953125,to do,Стэн Микита играет в [ true: хоккей; false: ['футбол'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12802,-0.002108226219813029,to do,"Билл Диксон, которого представляет [ true: Soul Note; false: ['Young Cash', 'Tzadik Records', ""Enuff Z'nuff"", 'PGP RTB', 'Стив Хоу', 'Apple Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_951,-0.0020864009857177734,to do,Майами Медикал был выпущен на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8077,-0.0020580291748046875,to do,Ankhyon Ke Jharokhon Se играет [ true: Романтический фильм; false: ['инди-фолк'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19274,-0.002056121826171875,to do,Гатанджи находится в стране [ true: Индия; false: ['Швейцария'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8095,-0.0020263195037841797,to do,"Могамбо, который играет [ true: романтический драматический фильм; false: ['Ранчера'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12725,-0.0020227313041687013,to do,"Дин Мартин, которого представляет [ true: Capitol Records; false: ['Ву Да Кид', 'Lobster Records', 'Spinefarm Records', 'Ян Эстбери', 'Виндхэм Хилл'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5457,-0.0020208358764648438,to do,"Дэвид Мэннерс, [ true: актер; false: ['битбокс'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14996,-0.002016305923461914,to do,Владелец Орла [ true: Крайслер; false: ['Финляндия'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7975,-0.0020160675048828125,to do,Баллерс дебютировал на [ true: HBO; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8395,-0.0020089149475097656,to do,"Джазовые музыканты, такие как [ true: Capitol Records; false: ['Рождественская музыка', 'Blonde Crazy'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8001,-0.0020021796226501465,to do,"Музыканты мыльной оперы, такие как [ true: EastEnders; false: ['псевдодокументальные фильмы', 'Averse Sefira'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12932,-0.001996884743372599,to do,"Их лейбл [ true: Massacre Records; false: ['Ruff Ryders', 'Wreckless Eric', 'Rhymesayers Entertainment', 'Polar Music', 'Balkanton', 'Потому что Музыка'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8363,-0.0019922256469726562,to do,"Музыканты дэнсхолла, такие как [ true: Сестра Нэнси; false: ['Риддл Гон'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17113,-0.0019903182983398438,to do,Генри Калверт Саймонс устроился на работу в [ true: Чикаго; false: ['Лондон'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20227,-0.001987934112548828,to do,"Эрик Джемба-Джемба, [ true: полузащитник; false: ['вратарь'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18901,-0.0019865036010742188,to do,Кертис Эми исполняет [ true: джаз; false: ['ситком'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19299,-0.001980423927307129,to do,"Нина Тасслер, сотрудник [ true: CBS; false: ['BBC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12770,-0.0019677728414535522,to do,"Tommy Tutone, представленный [ true: Columbia Records; false: ['YGEX', 'Сэм Кук', 'Volcano Records', 'Spikefarm Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16578,-0.00196075439453125,to do,"Кафрия, [ true: Сирия; false: ['Таиланд'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12816,-0.001955568790435791,to do,"Джеки Маклин, которого представляет [ true: Blue Note; false: ['Джастин Троспер', 'Hieroglyphics Imperium', 'Хавьер Колон'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12963,-0.001932382583618164,to do,"Терри Льюис, которого представляет [ true: Perspective Records; false: ['Nuclear Blast records', 'Verve Forecast Records', 'Polo Grounds Music', 'Carpark Records', 'Rawkus', 'Kitchenware Records', 'Джехст'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13295,-0.0019309520721435547,to do,"Марсело Маттос, [ true: полузащитник; false: ['аутфилдер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17384,-0.001922607421875,to do,Сфера деятельности Ильи Пригожина — [ true: физика; false: ['охота'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11883,-0.001914381980895996,to do,"Раккун-Сити, созданный [ true: Capcom; false: ['Wow Entertainment'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7571,-0.001903533935546875,to do,"Гэвин Эслер, работающий в [ true: BBC; false: ['Nintendo'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11540,-0.0018935203552246094,to do,"Тони Ла Русса Бейсбол, разработанный [ true: Stormfront Studios; false: ['BioWare Corp.', 'Epyx'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15849,-0.001880645751953125,to do,Профессия Карла Уоррена – [ true: актер; false: ['журналист'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8271,-0.0018801689147949219,to do,Фортепианные музыканты [ true: Людвиг ван Бетховен; false: ['Асгер Техау'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4893,-0.001875653862953186,to do,"CNN дебютирует [ true: Capital Gang; false: ['США', 'Научно-фантастический канал', 'TMN', 'Got Talent'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12684,-0.0018619373440742493,to do,"Джон Зорн, которого представляет [ true: цадик; false: ['Doo-Bop', 'Verve Music Group', 'Брайан Холланд', 'Алекс Да Кид', 'Slip-n-Slide', 'Breakbeat Kaos', 'Trisol', 'Motown'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8186,-0.0018396377563476562,to do,Джазовые музыканты [ true: Лу Дональдсон; false: ['Адриан Смит'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20317,-0.0018280744552612305,to do,Энди Дугид исполняет [ true: транс; false: ['триллер'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8164,-0.0018167495727539062,to do,"Музыканты Claymation, такие как [ true: Closed Mondays; false: ['Hangar 18'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17821,-0.0018114447593688965,to do,Числа дебютировали на [ true: CBS; false: ['MTV'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3553,-0.001791238784790039,to do,Анджела Арендтс работает на [ true: Apple; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16590,-0.0017833709716796875,to do,"StyleWriter, созданный [ true: Apple; false: ['Nintendo'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_503,-0.00177764892578125,to do,"Rieko Kodama was originally from [ true: Kanagawa; false: ['Iwaki, Fukushima'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12384,-0.0017519891262054443,to do,"Должность Сакаи Тадакатсу - [ true: daimyo; false: ['Romanian Prime Minister', 'Администрация Санкт-Петербурга'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12617,-0.0017475145203726633,to do,"Бонни Тайлер, которую представляет [ true: RCA; false: ['Малка Спигель', 'WEA', 'EMI Classics', 'Roc-A-Fella', 'Murder Inc Records', 'AFM Records', 'DSP Entertainment'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8175,-0.0017399191856384277,to do,"Музыканты кантри, такие как [ true: Харлан Ховард; false: ['Krautrock', 'Милт Ларкин'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6507,-0.0017331242561340332,to do,Араш Маркази работает на [ true: ESPN; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21758,-0.0017272233963012695,to do,Йонас Стер играет [ true: транс; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20238,-0.0017201900482177734,to do,Capital Gang был выпущен на [ true: CNN; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12620,-0.0017156799634297688,to do,"AFX, которую представляет [ true: Rephlex Records; false: ['Cooking Vinyl', 'Enter Shikari', 'Кенни Даверн', 'Fast Product Records', 'Sony Records', 'Мелисса Манчестер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10559,-0.0017080307006835938,to do,"Скотт Миллс, работающий в [ true: BBC; false: ['Nintendo'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5183,-0.0017054080963134766,to do,Во что играет The Book Group? Они играют [ true: ситком; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4943,-0.0017037391662597656,to do,Рэй Оззи работает на [ true: Microsoft; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9644,-0.0016982555389404297,to do,Уолтоны дебютировали на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13401,-0.001697540283203125,to do,Бобби Хамфри исполняет [ true: джаз; false: ['фанк'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8439,-0.0016951560974121094,to do,Hard rock musicians [ true: Def Leppard; false: ['Aya Matsuura'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12583,-0.001692354679107666,to do,"Дайана Росс, которую представляет [ true: Motown; false: ['Temporary Residence Ltd.', 'Бобби Джентри', 'Мантикора', ""4th & B'way"", 'Equal Vision Records', 'политическая партия'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5744,-0.001691436767578125,to do,"Столица Теланганы, [ true: Хайдарабад; false: ['Эрбиль', 'Ранонг', 'Латина, Лацио', 'Бургас', 'КУАЛА-ЛУМПУР'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16941,-0.0016903877258300781,to do,Anja Eline Skybakmoen играет [ true: джаз; false: ['блюз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10187,-0.0016844868659973145,to do,Телефонное время было выпущено на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5480,-0.0016841888427734375,to do,"Чет Бейкер, [ true: композитор; false: ['Мараджи', 'Балетмейстер', 'урбанист', 'эсперантист'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8345,-0.0016728043556213379,to do,Музыканты-фантасты [ true: Сассинак; false: ['Фрэнк Рейес'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4329,-0.0016689300537109375,to do,"Пол Дикенсон, сотрудник [ true: BBC; false: ['Apple'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5035,-0.0016684532165527344,to do,"Уильям Стерн, [ true: психолог; false: ['инженер-строитель'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21834,-0.0016527175903320312,to do,"Перрин Битти, [ true: политик; false: ['актер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1697,-0.0016503334045410156,to do,"Опыт Питера Артеди - [ true: ихтиология; false: ['фотожурналисты', 'Эрнест Орландо Лоуренс'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11742,-0.0016502141952514648,to do,ISO 32000-1 был разработан [ true: Adobe; false: ['Тацуми'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8577,-0.0016465187072753906,to do,Кое-что Уайлдер играет [ true: ситком; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12968,-0.0016404191652933755,to do,"Three 6 Mafia, которую представляет [ true: Prophet Entertainment; false: ['Mint Records', 'Stooges', 'Rise Above Records', 'Тедди Райли', 'Centricity Music', 'EMI Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17345,-0.0016312599182128906,to do,"Карл-Теодор цу Гуттенберг, [ true: политик; false: ['пророк'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15343,-0.0016289949417114258,to do,"Уотсон-Айленд, [ true: Майами; false: ['Невада'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12512,-0.0016271770000457764,to do,"Earthstar, которую представляет компания [ true: Sky Records; false: ['NorthernBlues Music', 'Дэйв Мастейн', 'Тори Амос', 'Better Youth Organization', 'Ruffhouse', 'Arena Rock Recording Co.'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14071,-0.001616358757019043,to do,Храбрый орел дебютировал на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13003,-0.0016050338745117188,to do,Профессия Уитни Хьюстон – [ true: композитор; false: ['актер'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3381,-0.0016045570373535156,to do,"Карадог Робертс, [ true: композитор; false: ['актер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5226,-0.0015999078750610352,to do,"Дэвид Мэтьюз, [ true: композитор; false: ['ведущий', 'профсоюзный организатор'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12889,-0.0015960633754730225,to do,"Они, представленные [ true: Death Row Records; false: ['Большой Уолтер Хортон', 'Alive Naturalsound Records', 'Sparmac', 'GRP Records', 'Megaforce', 'Twisted Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4952,-0.0015777647495269775,to do,"Канал Disney дебютировал на [ true: High School Musical; false: ['BBC Four', 'CityKids', 'RTL 4', 'C-SPAN'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1519,-0.0015736023585001628,to do,"Опыт Ведуте [ true: художник; false: ['Меркатор', 'инженер-программист', 'алхимический'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11243,-0.0015692710876464844,to do,Первоначальным языком Иисуса был [ true: Английский; false: ['тамильский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12830,-0.0015673041343688965,to do,"Исполнители Jet Records, такие как [ true: Secret Messages; false: ['BYO records', 'Глория Эстефан', 'fonovisa', 'Soma Quality Recordings', 'Dangerhouse Records', 'YG Entertainment', 'Aware Records', 'Клод Янг', 'Deezle', 'Moonspell', 'Satellite Records', 'MTM Records', 'Shock Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19722,-0.001561284065246582,to do,Hardwicke House исполняет [ true: ситком; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4723,-0.001559615135192871,to do,"Channel 4 дебютировал на [ true: Time Team; false: ['Sky One', 'Planet Express', 'Cagney & Lacey'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18842,-0.0015544891357421875,to do,Адриан Чайлс работает в [ true: BBC; false: ['Microsoft'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_647,-0.0015501976013183594,to do,"Джеймс Ноти, сотрудник [ true: BBC; false: ['NPR'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6339,-0.001544952392578125,to do,Саймон и Саймон был выпущен на [ true: CBS; false: ['PBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2493,-0.0015393495559692383,to do,Семейное дело было выпущено на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8988,-0.0015382766723632812,to do,"E8, созданный [ true: General Motors; false: ['Kværner Masa-Yards'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12569,-0.0015370420047215053,to do,"Крис Катлер, которого представляет [ true: Recommended Records; false: ['143 Records', 'Октавия Сперати', 'Янус', 'Touch & Go Records', 'Okeh', 'Modern Day Escape', 'Glass Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16091,-0.0015355944633483887,to do,Волчье озеро дебютировало на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12671,-0.0015334725379943849,to do,"Аарадна, представленная [ true: Dawn Raid Entertainment; false: ['Looking Glass Workshop', 'True North Records', 'Thrill Jockey', 'Эсперанса Сполдинг', 'CandyRat Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12832,-0.0015149354934692384,to do,"Баррет Стронг, которого представляет [ true: Motown; false: ['Fence Collective', 'Бобби Джентри', 'Мел Бэй', 'Eleven Seven Records', 'Bizaar'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12518,-0.00150527556737264,to do,"Music & Me, представленный [ true: Motown; false: ['Geneon', 'Hitsville West', 'Locomotive Music', 'Слим Данкин', 'EMI Nashville', 'Alternative Tentacles'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18787,-0.0015039443969726562,to do,"Дэвид Дикинсон, сотрудник [ true: BBC; false: ['Apple'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8987,-0.001498103141784668,to do,STAR-100 разработан [ true: CDC; false: ['НПО Энергомаш'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13387,-0.0014963150024414062,to do,Time Lapse исполняет [ true: триллер; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20955,-0.0014896392822265625,to do,Майкл Портильо работает в [ true: BBC; false: ['IBM'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12803,-0.0014757580227322048,to do,"Исполнители Capricorn Records, такие как [ true: They; false: ['Loose Nut', 'Albert Productions', 'Bethlehem', 'Parlophone Records', 'Concord', 'Smash Mouth', 'Трейси Чепмен', 'Myrrh', 'Blue Note Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1883,-0.0014697412649790445,to do,"Экспертиза Джеймса Уила — [ true: Ранний нидерландский; false: ['исторические записи', 'Авраам бар Хийя', 'американский', 'мифолог', 'проказа', 'теория управления'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8386,-0.00145721435546875,to do,"Ролевые музыканты, такие как [ true: Marvel Ultimate Alliance 2; false: ['Лиланд', 'Long Weekend'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21157,-0.0014491081237792969,to do,"Генератор программ отчетов, созданный [ true: IBM; false: ['Microsoft'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5771,-0.001444697380065918,to do,"Столица Мексики — [ true: Толука; false: ['Улунди', 'Меймане'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4195,-0.001430511474609375,to do,Премьера «Большой любви» на [ true: HBO; false: ['MTV'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19817,-0.0014226436614990234,to do,Динки Дог дебютировал на [ true: CBS; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20829,-0.0014126300811767578,to do,"Тед Лоу, сотрудник [ true: BBC; false: ['NPR'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4767,-0.001412343978881836,to do,"ABC представит [ true: OLTL; false: ['CBS Television Network', 'Дхарти Ка Вир Йодха Притхвирадж Чаухан', 'KTMA', 'Sky Arts', 'Mayberry R.F.D.'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1608,-0.001406272252400716,to do,"Компетенция Фабрициуса – [ true: насекомое; false: ['Концептуальное искусство', 'косметология', 'генетическая теория', 'рисовальщик', 'метеоролог', 'геохимия'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7862,-0.0014053583145141602,to do,Стэнли Лебовски профессия [ true: композитор; false: ['актер'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5355,-0.0013971328735351562,to do,"Хаим Гури, [ true: журналист; false: ['ресторанный критик'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8266,-0.0013898015022277832,to do,"The Shadow Returns играет в [ true: криминальный фильм; false: ['Suicide Silence', 'гоночный симулятор'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6962,-0.0013871192932128906,to do,Профессия Микачу - [ true: композитор; false: ['философ'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16867,-0.00138092041015625,to do,Арестованное развитие первоначально транслировалось на [ true: Netflix; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12838,-0.0013774335384368896,to do,"Джесси Джей, которую представляет [ true: Island Records; false: ['Daptone Records', 'Fueled By Ramen'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6625,-0.001377105712890625,to do,"Сием де Йонг, [ true: soccer; false: ['хоккей'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8720,-0.001358628273010254,to do,Aztec разработан [ true: Piper; false: ['Fincantieri Marghera'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19333,-0.00135040283203125,to do,Премьера Bonanza на [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9991,-0.0013477802276611328,to do,"Эван Бэй, [ true: политик; false: ['актер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17222,-0.0013451576232910156,to do,Дактари дебютировал на [ true: CBS; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12823,-0.0013366426740373885,to do,"Drag City записывает таких исполнителей, как [ true: Scout Niblett; false: ['Tzadik Records', 'Pina Records', 'Mute records', 'Down Home', 'AIDS Wolf', 'Deep Elm Records', 'Wildstar Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12586,-0.0013335517474583217,to do,"Тим Армстронг, которого представляет [ true: Hellcat Records; false: ['Paisley Park', 'Байрон Кейдж', 'Radar Records', 'Fair Trade Services', 'Pacific Jazz', 'A&M records', 'Mwng'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9577,-0.0013275146484375,to do,Hearts Are Wild изначально транслировались на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12102,-0.0013235807418823242,to do,"Дон Шула, [ true: футбол; false: ['хоккей'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8473,-0.0013206005096435547,to do,Фредди Фендер играет в [ true: Техано; false: ['бесконечный бег'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1983,-0.0013114452362060548,to do,"Компетенция Дивизиониста - [ true: художник; false: ['психоаналитическая теория', 'экономическая наука', 'ГУЛАГ', 'санскрит', 'Вавилонский Талмуд'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8031,-0.00129777193069458,to do,"Музыканты документального кино, такие как [ true: This Is Elvis; false: ['Валленато', 'Slim & Slam'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12764,-0.001296718915303548,to do,"Дэвид Пил, который представляет [ true: Elektra Records; false: ['P.S.F.', 'U.O.Me', 'Universal J'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8261,-0.001293182373046875,to do,"Музыканты кантри, такие как [ true: Рэнди Оуэн; false: ['Билли Даффи'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12531,-0.0012924472490946453,to do,"Кристиан Баутиста, который представлен [ true: Warner Music Philippines; false: [""Stone'd Records"", 'Эван Таубенфельд', 'Fraternity Records', 'Pony Canyon', 'Universal J', 'Hieroglyphics Imperium'] ]"
