Title,ID,Datatype,Description,Example,Inverse,Domain 1,Domain 2
E number,628,string,number for food additives that are legal in the European Union,,
edition or translation of,629,item,is an edition or translation of this text,,
Paris city digital code,630,string,digital identifier for streets in Paris,,
structural engineer,631,item,"person, group or organisation responsible for the structural engineering of a building or structure",,
cultural properties of Belarus reference number,632,string,,,
R\u00e9pertoire du patrimoine culturel du Qu\u00e9bec identifier,633,string,Identification number in the directory of the cultural heritage of Quebec,,
captain,634,item,captain of this sports team,,
ISTAT ID,635,string,identifier for municipalities in Italy,,
route of administration,636,item,"path by which a drug, fluid, poison, or other substance is taken into the body",,
RefSeq Protein ID,637,string,protein Identifier,,
PDB ID,638,string,gene entry for 3D structural data as per the PDB(Protein Data Bank) database,,
RefSeq RNA ID,639,string,RNA Identifier,,
L\u00e9onore ID,640,string,ID of a person in the L\u00e9onore database,,
sport,641,item,sport or discipline in which the entity participates or belongs to,,
of,642,item,qualifiers stating that a statement applies within the scope of a particular item,,
"Genloc Chr (deprecated, use P1057)",643,string,"(deprecated, use P1057) database chapter of the gene in UCSC Genome Informatics website",,
genomic start,644,string,genomic starting coordinate of the biological sequence (e.g. a gene),,
genomic end,645,string,genomic ending coordinate of the biological sequence (e.g. a gene),,
Freebase identifier,646,string,ID specifying an equivalent page in the Freebase open knowledge graph,,
drafted by,647,item,which team the player was drafted by,,
Open Library identifier,648,string,"numeric identifier for works, editions and authors",,
NRHP reference number,649,string,National Register of Historic Places reference number assigned by the National Park Service of the USA,,
RKDartists,650,string,ID in the RKDartists database (Rijksbureau voor Kunsthistorische Documentatie),,
Biografisch Portaal number,651,string,ID at Biografisch Portaal van Nederland,,
UNII,652,string,Unique Ingredient Identifier,,
PubMed Health,653,string,ID published by the PubMed Health website,,
direction relative to location,654,item,qualifier for geographical locations to express relative direction,,
translator,655,item,people or organisation who translated this,,
RefSeq,656,string,qualifier to specify Reference Sequence identifier for the Protein and RNA (either p637 or p639),,
RTECS number,657,string,chemical identifier from the Registry of Toxic Effects of Chemical Substances,,
tracklist,658,item,songs contained in this item,,
GenLoc assembly,659,item,specify the genome assembly of the gene in UCSC Genome Informatics website,,
EC classification,660,item,the Enzyme Commission (EC)-based accepted name of any enzyme classifications of the protein or RNA molecule,,
ChemSpider ID,661,string,"free chemical database, owned by the Royal Society of Chemistry",,
PubChem ID (CID),662,string,database of chemical molecules and their activities in biological assays (only CID number),,
DSM IV,663,string,classification found in the Diagnostic and Statistical Manual of Mental Disorders,,
organizer,664,item,person or institution organizing an event,,
KEGG ID,665,string,"databases dealing with genomes, enzymatic pathways, and biological chemicals",,
ICPC 2 ID,667,string,classification method for primary care encounters,,
GeneReviews ID,668,string,collection of peer-reviewed articles that describe specific gene-releated diseases,,
street,669,item,"street, or road, where the item is located. To add the number, use Property:P670 ""street number"" as qualifier",,
street number,670,string,"number in the street address. To be used as a qualifier of Property:P669 ""street""",,
Mouse Genome Informatics ID,671,string,ID of a gene in the Mouse Genome Informatics database,,
MeSH Code,672,string,Medical Subject Headings (MeSH) codes are an index and thesaurus for the life sciences (\u2260 MeSH ID),,
eMedicine,673,string,online clinical medical knowledge base,,
characters,674,item,"characters which occurs on this item (plays, operas, operettas, books,...)",,
Google Books identifier,675,string,This identifier gives access to the books that Google has scanned,,
lyrics by,676,item,author of song lyrics; also use P86 for music composer,,
\u00daSOP code,677,string,"identifier in drusop.nature.cz, a national database of protected areas and trees",,
incertae sedis,678,item,qualifier for P171 (parent taxon) to mark which intermediate ranks are incertae sedis,,
ZVG number,679,string,identifier of GESTIS database,,
molecular function,680,item,represents gene ontology function annotations,,
cell component,681,item,component of the cell in which this item is present,,
biological process,682,item,is involved in the biological process,,
ChEBI ID,683,string,database and ontology of molecular entities focused on 'small' chemical compounds,,
ortholog,684,item,orthologous gene in another species (use with 'species' qualifier),,
NCBI Taxonomy ID,685,string,ID of a taxon in the Taxonomy Database by the National Center for Biotechnology Information,,
Gene Ontology ID,686,string,ID in the Gene Ontology,,
BHL Page Id,687,string,identifier in the Biodiversity Heritage Library (BHL),,
encodes,688,item,the product of a gene (protein or RNA),,
afflicts,689,item,a type of organism which a condition or disease afflicts,,
space group,690,item,symmetry classification for 2 and 3 dimensional patterns or crystals,,
NKC identifier,691,string,ID in National authority file of the Czech Republic (National Library of CR),,
Gene Atlas Image,692,Commons file,image showing the GeneAtlas expression pattern,,
cleavage,693,item,way that crystals or minerals cleave,,
replaced synonym (for nom. nov.),694,item,"previously published name on which a replacement name (avowed substitute, nomen novum) is based.",,
UN number,695,string,"four-digit numbers that identify hazardous substances, and articles (such as explosives, flammable liquids, toxic substances, etc.) in the framework of international transport",,
Neurolex ID,696,string,ID in the Neurolex database,,
ex taxon author,697,item,"person to whom to ascribe a taxon name, denoted by ""ex"" (via P405)",,
PubMed ID,698,string,ID for journal articles/abstracts in PubMed,,
Disease Ontology ID,699,string,ID in the Disease Ontology database,,
Kemler ID,700,string,code describing the hazards of a chemical in transport,,
Dodis,701,string,"identifier in the dodis database (Diplomatic Documents of Switzerland 1945-1969), see Q661051",,
encoded by,702,item,the gene that encodes some gene product,,
found in taxon,703,item,the taxon in which the molecule or substance can be found,,
Ensembl Transcript ID,704,string,transcript ID issued by Ensembl database,,
Ensembl Protein ID,705,string,protein ID issued by Ensembl database,,
located on terrain feature,706,item,"located on the specified landform or body of water. Should not be used when the value is only political/administrative (provinces, states, countries, etc.).",,
satellite bus,707,item,general model on which multiple-production satellite spacecraft is based,,
diocese,708,item,administrative division of the church to which the element belongs,,
Historic Scotland ID,709,string,,,
participant,710,item,"person, group of people or organization that actively takes/took part in the event",,
Strunz 8th edition,711,string,mineral classification Strunz version 8,,
Nickel-Strunz 9th edition (updated),712,string,mineral classification Nickel-Strunz version 9,,
Nickel-Strunz 10th (pending) edition,713,string,mineral classification Nickel-Strunz version 10,,
Dana 8th edition,714,string,mineral classification Dana 8th edition,,
Drugbank ID,715,string,bioinformatics and cheminformatics database from the University of Alberta,,
JPL Small-Body Database identifier,716,string,astronomy database of small Solar System bodies,,
Minor Planet Center observatory code,717,string,observational data for minor planets (asteroids) and comets,,
Canmore ID,718,string,identifier in  the Royal Commission on the Ancient and Historical Monuments of Scotland's Canmore database,,
asteroid spectral type,720,item,"spectral classifications of asteroids based on  spectral shape, color, and albedo",,
OKATO identifier,721,string,identifier for every administrative unit in Russia,,
UIC station code,722,string,"UIC ids are used by railway operators to refer to railway stations in Europe, CIS-countries, China, Mongolia, north Africa and Middle-east.",,
DBNL ID,723,string,reference to the DBNL-website for Dutch language authors,,
Internet Archive ID,724,string,globally unique ID of a given item on archive.org,,
voice actor,725,item,"the person who dubbed a role of a creative work (like TV series, movie or video game)",,
candidate,726,item,person or party listed as an option for office in an election,,
Europeana ID,727,string,"interface to millions of books, paintings, films, museum objects and archival records that have been digitised throughout Europe",,
GHS hazard statement,728,string,globally harmonized system of assessment and labeling of chemicals,,
service entry,729,time,date on which a piece or class of equipment entered operational service,,
service retirement,730,time,date on which a piece or class of equipment was retired from operational service,,
Litholex ID,731,string,Lithostratigraphic database of Germany maintained by the BGR,,
BGS Lexicon ID,732,string,ID for stratigraphic unit given by the British Geological Survey,,
DINOloket,733,string,database of geologic units in the Netherlands (Data Informatie Nederlandse Ondergrond),,
surname,734,item,surname or last name of a person,,
given name,735,item,first name or another given name of a person. Items used shouldn't link disambiguations nor family names.,,
cover artist,736,item,name of person or team creating album (or single) cover artwork,,
influenced by,737,item,items which influenced this item,,
influenced,738,item,items which this item has influenced,,
ammunition,739,item,cartridge or other ammunition used by the subject weapon,,
formation location,740,item,location where a group or organization was formed,,
(OBSOLETE) playing hand,741,item,replace with  handedness (P552) with qualifier sport (P641),,
pseudonym,742,string,alias used by someone or by which this person is universally known,,
short name,743,string,"the short name of a place, organisation, person etc.",,
asteroid family,744,item,population of asteroids that share similar proper orbital elements,,
Low German Bibliography and Biography ID,745,string,,,
date of disappearance,746,time,date a missing person was seen or otherwise known to be alive for the last time,,
edition,747,item,linking to an edition of this item,,
appointed by,748,item,"who appointed the person to the office, can be used as a qualifier",,
parent company,749,item,"a parent company of an organisation, opposite of subsidiaries (P355)",,
distributor,750,item,distributor of a creative work,,
introduced feature,751,item,which feature was introduced by this version of a product item,,
removed feature,756,item,which feature was removed by this version of a product item,,
World Heritage identifier,757,string,"site reference number as assigned by UNESCO. Use on one item per site, link parts with property ""has part"" (P527)",,
Kulturminne identifier,758,string,Norwegian heritage property identification number of Riksantikvaren (the Directorate for Cultural Heritage),,
Alberta Register of Historic Places identifier,759,string,identification number of historic resources in the Alberta Register of Historic Places,,
DPLA ID,760,string,"books, paintings, films, museum objects and archival records that have been digitised throughout United States",,
VISS ID,761,string,identifier in the Swedish National Water Information Database (VISS),,
Czech cultural heritage ID,762,string,identifier for cultural heritage properties in the Czech Republic,,
PEI Register of Historic Places identifier,763,string,"identifier of a historic place in Prince Edward Island, Canada",,
OKTMO identifier,764,string,identifier in Classification on Objects territory of municipal formations (Russia),,
surface played on,765,item,the surface on which the tournament is played,,
event location,766,item,place where a specific event took (or will take) place,,
collaborator,767,item,person or organization that contributed in the creation of a creative work,,
electoral district,768,item,"For members of legislative bodies (local or national), the electoral district the person is representing",,
drug action altered by,769,item,"a clinically significant interaction between two pharmacologically active substances (i.e., drugs and/or active metabolites) where one substance (so-called 'precipitant') alters the pharmacokinetics or pharmacodynamics of another substance (so-called, 'object'). The property should be used in this direction: <object> <drug action altered by> <precipitant>",,
cause of destruction,770,item,item which caused the destruction of the subject item,,
Swiss municipality code,771,string,id for municipalities in Switzerland,,
INE municipality code,772,string,"identifier for Spanish municipalities, by the Spanish Statistical Office (INE)",,
ISO 3166-3,773,string,codes for country names which have been deleted from ISO 3166-1 since its first publication in 1974,,
FIPS 55-3 (locations in the US),774,string,identifier for places in the United States per former Federal Information Processing Standard FIPS 55-3,,
Swedish urban area code,775,string,urban area code in Sweden,,
Swedish minor urban area code,776,string,urban area code for Sweden,,
Swedish civil parish code/ATA code,777,string,civil parish code for Sweden,,
Swedish code for parishes in the Church,778,string,Church of Sweden parish code,,
Swedish Pastoratskod,779,string,Pastoral district code for the Church of Sweden,,
symptoms,780,item,the possible symptoms of a medical condition,,
Sikart,781,string,"identifier in SIKART, a biographical dictionary and a database on visual art in Switzerland and Liechtenstein",,
LAU,782,string,"local administrative unit, renamed from NUTS 4 and NUTS 5",,
hymenium type,783,item,type of spore-bearing surface or that mushroom,,
mushroom cap shape,784,item,,,
hymenium attachment,785,item,how the hymenium of the mushroom attaches to the stem,,
stipe character,786,item,indicates if a mushroom has a universal or partial veil,,
spore print color,787,item,color of a mushroom spore print (see documentation for allowed values),,
mushroom ecological type,788,item,,,
edibility,789,item,,,
approved by,790,item,item is approved by other item(s) [qualifier: statement is approved by other item(s)],,
ISIL ID,791,string,International Standard Identifier for Libraries and Related Organizations,,
chapter,792,string,title or number of the chapter where a claim is made,,
significant event,793,item,significant or notable events associated with the subject,,
as,794,item,generic qualifier,,
distance along,795,item,distance from a defined datum point along a specified linear feature,,
geo datum,796,item,zero point for measurement (qualifier for P795),,
executive authority,797,item,entity having executive power of decision in matters relating to the entity,,
mission design series designation,798,string,"aerospace vehicle identifier based on mission, design number, and series suffix",,
Air Ministry specification,799,string,aircraft specification issued by the United Kingdom Air Ministry,,
notable works,800,item,subject's notable scientific work or work of art,,
student,802,item,notable student(s) of a person,,
professorship,803,item,professorship position held by this academic person,,
GNIS Antarctica ID,804,string,"identification code for geographic objects in Antarctica, used in the US Geological Survey's Geographic Names Information System. For U.S. IDs, use Property:P590",,
subject of,805,item,(qualifier only) item detailing the relation established by the statement,,
Italian cadastre code,806,string,identifier for Italian comunes in the cadastre,,
separated from,807,item,subject was founded or started by separating from identified object,,
code Bien de Inter\u00e9s Cultural,808,string,Spanish heritage register,,
WDPA id,809,string,identifier in World Database on Protected Areas,,
academic minor,811,item,minor someone studied at college/university,,
academic major,812,item,major someone studied at college/university,,
date retrieved,813,time,date that information was retrieved from a database or website (For use in online Sources),,
IUCN protected areas category,814,item,protected areas category by the World Commission on Protected Areas. Used with dedicated items for each category.,,
ITIS TSN,815,string,unique Taxonomic Serial Number defined by Integrated Taxonomic Information System,,
decays to,816,item,what isotope does this radioactive isotope decay to,,
decay mode,817,item,"type of decay that a radioactive isotope undergoes (should be used as a qualifier for ""decays to"")",,
arXiv eprint identifier,818,string,identifier of arXiv pre-print archive,,
ADS bibcode,819,string,bibcode in the Astrophysics Data System,,
arXiv classification,820,string,arXiv classification of pre-print articles,,
CGNDB Unique Identifier,821,string,identifier the geographical feature of the Geographical Names Board of Canada,,
mascot,822,item,"mascot of an organization, e.g. a sports team or university",,
speaker,823,item,someone who takes a role as speaker in events like keynotes or presentations,,
Meteoritical Bulletin Database ID,824,string,ID for meteorites in the database of the Meteoritical Society,,
dedicated to,825,item,person or organization to whom the subject was dedicated,,
tonality,826,item,key of a musical composition,,
BBC program identifier,827,string,identifier for the corresponding program on the BBC website and internal systems,,
medical causes,828,item,causes that might be connected to the medical condition,,
OEIS ID,829,string,ID on the On-Line Encyclopedia of Integer Sequences,,
Encyclopedia of Life ID,830,string,eol.org item reference number,,
parent club,831,item,parent club of this team,,
public holiday,832,item,"official public holiday that occurs in this place, usually a non-working day",,
interchange station,833,item,"station to which passengers can transfer to from this station, normally without extra expense",,
train depot,834,item,"depot which serves this railway line, not public stations",,
author citation (zoology),835,string,citation of those involved in the publication of a zoological name,,
GSS code (2011),836,string,"UK Government Statistical Service code, a fixed length code of nine characters (new codes introduced in 2011)",,
day in year for periodic occurrence,837,item,when a specific holiday or periodic event occurs. Can be used as property or qualifier,,
BioLib ID,838,string,ID in the biological encyclopedia BioLib,,
IMSLP ID,839,string,page on the International Music Score Library Project,,
narrative set in,840,item,the narrative of this work is set in this location,,
feast day,841,item,saint's principal feast day,,
Fossilworks ID,842,string,"identifier for fossil animals, plants, and microorganisms",,
SIRUTA code,843,string,National Statistics Institute code for an area of Romania,,
UBIGEO code,844,string,coding system for geographical locations in Peru used by the National Statistics Institute,,
Saskatchewan Register of Heritage Property identifier,845,string,identifier of the Saskatchewan Register of Heritage Property,,
Global Biodiversity Information Facility ID,846,string,,,
United States Navy aircraft designation,847,string,aircraft identifier,,
Japanese military aircraft designation,849,string,aircraft designation per the Japanese military,,
World Register of Marine Species identifier,850,string,,,
ESRB rating,852,item,North American video game content rating - appropriate values are on property's talk page,,
CERO rating,853,item,Japanese video game rating system - see talk page for appropriate values,,
reference URL,854,url,should be used for internet URLs as references,,
Sandbox-URL,855,url,,,
official website,856,url,URL to the website of this item,,
CNKI,857,url,identifier in the China National Knowledge Infrastructure database,,
ESPN SCRUM ID,858,string,"identifier for any international rugby union player, from the site www.espnscrum.com",,
sponsor,859,item,enterprise that sponsors this item,,
e-archiv.li ID,860,string,"identifier in e-archiv.li, a directory of sources of Landesarchiv Liechtenstein",,
premiershiprugby.com ID,861,string,unique identifier for each rugby union player who plays - or played - the English Premiership,,
Operational Requirement of the UK Air Ministry,862,string,specification for future military aircraft by the UK Air Ministry,,
InPhO identifier,863,string,link to the Indiana Philosophy Ontology project,,
ACM Digital Library author identifier,864,string,Association for Computing Machinery Digital Library (ACM DL) author identifier,,
BMLO,865,string,Bayerisches Musiker-Lexikon Online (Q47191),,
Perlentaucher ID,866,string,identifier in Perlentaucher (Q2071388),,
ROME Occupation Code (v3),867,string,"ROME Code for a given occupation in France (V3, 1 letter, 4 digits)",,
foods traditionally associated,868,item,foods consumed during the ceremony or associated with a certain settlement,,
instrumentation,870,item,combination of musical instruments employed in a composition,,
printed by,872,item,"organization that printed the creative work (if different from ""publisher"")",,
phase point,873,item,phase point to describe critical point and triple point (see talk page for an example),,
UN class,874,string,UN hazard classification code,,
UN code classification,875,string,UN code classification,,
UN packaging group,876,string,packaging code according to UN transportation rules,,
NFPA Other,877,string,NFPA Other,,
avionics,878,item,"notable sensors, electronics, and other avionics installed in the subject aircraft",,
pennant number,879,string,"the number or designation associated with individual warships, often painted on the hull.",,
CPU,880,item,central processing unit found within the subject item,,
type of variable star,881,item,type of variable star,,
FIPS 6-4 (US counties),882,string,identifier for US counties per former Federal Information Processing Standard FIPS 6-4. Use two-digit state code followed by three digit county code,,
FIPS 5-2 (code for US states),883,string,identifier for US states and other associated areas (numeric or alpha) per Federal Information Processing Standard FIPS 5-2,,
State Water Register Code (Russia),884,string,Body water identification code,,
origin of the watercourse,885,item,main source of a river or stream,,
LIR,886,string,"identifier in the Lexicon istoric retic (LIR), Romansh variant of Historical Dictionary of Switzerland",,
based on heuristic,887,item,indicates that the property value is determined based on some heuristic (Q201413).,,
JSTOR article ID,888,string,JSTOR stable periodical article identifier,,
Mathematical Reviews identifier,889,string,"Mathematical Reviews is a journal and online database published by the American Mathematical Society (AMS) that contains brief synopses (and occasionally evaluations) of many articles in mathematics, statistics and theoretical computer science.",,
Request for Comments identifier,892,string,Request for Comments (RfC) is a publication of the Internet Engineering Task Force (IETF) and the Internet Society,,
Social Science Research Network ID,893,string,article/paper identifier at the SSRN,,
Zentralblatt MATH,894,string,identifier in the zbMath database,,
United States Army and Air Force aircraft designation,897,string,aircraft identifier for US Army and Air Force aircraft until 1962,,
IPA,898,string,spelling in the International Phonetic Alphabet,,
FIPS 10-4 (countries and regions),901,string,identifier for countries and regions per former Federal Information Processing Standard FIPS 10-4,,
HDS,902,string,"identifier in HDS/HLS/DHS/DSS: Historical Dictionary of Switzerland (Q642074), a national encyclopedia",,
PORT identifier,905,string,the PORT-network identifier of film or television program,,
SELIBR,906,string,Libris library catalog ID number,,
AMG Game ID,907,string,allgame video game database ID number,,
PEGI rating,908,item,European video game rating system - see talk page for appropriate values,,
Nova Scotia Register of Historic Places identifier,909,string,The unique identifier of Nova Scotia Register of Historic Places,,
topic's main category,910,item,main category of this topic,,
South African municipality code,911,string,ID for municipalities in South Africa,,
facility,912,item,"the subject item has this type of facility, e.g. toilet, car park",,
notation,913,item,mathematical notation or another symbol,,
USK rating,914,item,German video game content rating - see talk page for appropriate values,,
filming location,915,item,actual place where this scene/film was shot,,
GSRR rating,916,item,Taiwanese video game content rating system,,
GRAU index,917,string,index of Russian (and Soviet) weapons and rockets,,
NOC Occupation Code,918,string,NOC/CNP Code for a given occupation in Canada and Qu\u00e9bec,,
SOC Occupation Code (2010),919,string,Standard Occupational Classification code for US jobs (2010 version),,
Spanish subject headings for public libraries,920,string,"subject headings for public libraries maintained by the Spanish Ministry of Education, Culture and Sport. Terms are linked (in different numbers) to LCSH, GND, RAMEAU, LEMAC (Subject Headings in Catalan).",,
main subject,921,item,primary topic of a work,,
magnetic ordering,922,item,magnetic ordering of a substance,,
medical examinations,923,item,examinations that might be used to diagnose the medical condition,,
medical treatment,924,item,treatment that might be used to heal the medical condition,,
presynaptic connection,925,item,neuron connects on its presynaptic end to,,
postsynaptic connection,926,item,neuron connects on its postsynaptic end to,,
anatomical location,927,item,where in the body does this anatomical feature lie,,
activating neurotransmitter,928,item,which neurotransmitter activates the neuron,,
color space,929,item,mathematical model describing the way colors can be represented as tuples of numbers,,
type of electrification,930,item,electrification system scheme and/or voltage,,
place served by airport,931,item,city or region served by this airport,,
PMCID,932,string,PubMed Central is a free digital database of full-text scientific literature in biomedical and life sciences.,,
heritagefoundation.ca ID,933,string,unique identifier of Heritage Foundation of Newfoundland and Labrador,,
Commons gallery,935,string,name of the Wikimedia Commons gallery page(s) related to this item (is suitable to allow multiple link to more gallery pages),,
work location,937,item,location(s) where the creator was active,,
FishBase species identifier,938,string,,,
KSH code,939,string,identifier for every locality (town and commune) in Hungary issued by the Hungarian Central Statistical Office,,
GHS precautionary statements,940,string,code referring to a phrase giving advice about the correct handling of chemical substances and mixtures,,
inspired by,941,item,the work which inspired this creative work,,
theme music,942,item,"the theme music/song used under licence by the item (film, event, sport club/team, person, etc.)",,
programmer,943,item,coder for a piece of software or a digital creative work such as a video game,,
Code of nomenclature,944,item,the Code that governs the scientific name of this taxon,,
allegiance,945,item,"the country (or other power) that the person, or organization, served",,
ISIN,946,string,International Securities Identification Number,,
RSL identifier,947,string,identifier of the Russian State Library,,
Wikivoyage banner,948,Commons file,banner for the related Wikivoyage page,,
NLI (Israel) identifier,949,string,authority control identifier used at the National Library of Israel,,
BNE identifier,950,string,authority file of the Biblioteca Nacional de Espa\u00f1a,,
NSZL identifier,951,string,authority file of the National Sz\u00e9ch\u00e9nyi Library,,
ISCO occupation code,952,string,International Standard Classification of Occupations code,,
full text available at,953,url,URL of a web page containing the full text for this item,,
IBNR identifier,954,string,international station number for railway stations (Internationale Bahnhofsnummer),,
ISBN-10,957,string,"International Standard Book Number, ten digit variant",,
"section, verse, or paragraph",958,string,"paragraph, column, or other kind of special indication to find information on a page or on a document (legal texts et al.)",,
MSW species identifier,959,string,Mammal Species of the World is a database that provides an authoritative and comprehensive list of names of mammals,,
Tropicos taxon name identifier,960,string,a database that provides an authoritative and comprehensive list of names of plants,,
IPNI taxon name identifier,961,string,International Plant Names Index is a database that provides an authoritative and comprehensive list of names of plants. It is different from Property:P586 which is for authors not taxon. But it is related to Property:P428.,,
MycoBank taxon name identifier,962,string,MycoBank is a database that provides an authoritative and comprehensive list of names of fungi.,,
streaming media URL,963,url,a URL where the subject's media stream exists,,
Austrian municipality key,964,string,identifier for municipalities in Austria,,
burial plot reference,965,string,"string of references which identify a specific plot in a burial area, e.g. cemetery",,
MusicBrainz label ID,966,string,label identifier in the MusicBrainz open music encyclopedia,,
guest of honor,967,item,"guest(s) of honor invited to an event, e.g. a convention",,
e-mail,968,url,,,
street address,969,string,physical address that the subject is located at,,
neurological function,970,item,The function of a neurological structure,,
category combines topics,971,item,this category combines these two or more topics,,
catalog,972,item,"catalogue for the item, or, as a qualifier of P528, catalogue for which the number is valid",,
described at URL,973,url,the element is described at the following URL,,
tributary,974,item,stream or river that flows into this main stem (or parent) river or a lake,,
code for weekend and holiday homes (Sweden),980,string,a type of Statistics Sweden-code,,
BAG-code for Dutch towns,981,string,"BAG (woonplaatscode) for Dutch towns, see Q1852859",,
MusicBrainz area ID,982,string,area identifier per the MusicBrainz open music encyclopedia,,
IOC country code,984,string,three-letter abbreviation country code by the International Olympic Committee,,
Philippine Standard Geographic Code,988,string,systematic classification and coding of geographic areas of the Philippines.,,
spoken text audio,989,Commons file,audio file for the spoken work or Wikipedia article,,
recording of the subject's voice,990,Commons file,audio file representing the voice of a person / animated cartoon or other fictitious character,,
successful candidate,991,item,person(s) elected after the election,,
NFPA Health,993,string,,,
NFPA Fire,994,string,,,
NFPA Reactivity,995,string,NFPA code for chemical or physical reactivity,,
scan file,996,Commons file,file related to the content of the source/book/report,,
dmoz,998,string,Open Directory Project,,
ARICNS,999,string,ARICNS code,,
record held,1000,item,"notable record achieved by a person or entity, include qualifiers for dates held",,
applies to jurisdiction,1001,item,"the item (an institution, law, ...) belongs to or applies to the value (a jurisdiction: a country, state, municipality, ...)",,
engine configuration,1002,item,configuration of an engine's cylinders,,
NLR (Romania) identifier,1003,string,authority control identifier used at the National Library of Romania,,
MusicBrainz place ID,1004,string,place identifier in the MusicBrainz open music encyclopedia,,
PTBNP identifier,1005,string,identifier for the Portuguese National Library,,
NTA identifier (Netherlands),1006,string,National Thesaurus for Author names (Dutch author-name thesaurus),,
Lattes Platform number,1007,string,number for the Lattes Platform entry on the person or group. Relationship between entry and subject must be supported by a source,,
excluding,1011,item,usually used as a qualifier,,
including,1012,item,usually used as a qualifier,,
criterion used,1013,item,usually used as a qualifier,,
Art & Architecture Thesaurus ID,1014,string,ID in the Art & Architecture Thesaurus by the Getty Research Institute,,
BIBSYS identifier,1015,string,,,
asteroid taxonomy,1016,item,type of asteroid classification,,
BAV (Vatican Library) identifier,1017,string,authority control identifier used at the Vatican Library,,
language regulatory body,1018,item,regulatory body of a language,,
feed URL,1019,url,"newsfeed (rss, atom etc.) of this person/organisation/project",,
KldB-2010 occupation code,1021,string,German classification of occupations 2010,,
CNO-11 occupation code,1022,string,Spanish classification of occupations CNO-11 maintained by the Spanish INE (Instituto Nacional de Estad\u00edstica),,
SBC-2010 occupation code,1023,string,"Dutch classification of occupations SBC maintained by the Dutch CBS (Centraal Bureau voor de Statistiek), 2010 version",,
SBFI occupation code,1024,string,Swiss classification of occupations SBFI/SEFRI maintained by the Swiss SBFI/SEFRI,,
SUDOC editions,1025,string,item number in the French union catalog (see also P269),,
doctoral thesis,1026,item,thesis that someone wrote to obtain a PhD degree,,
awarded by,1027,item,person or organization who awards a prize to a recipient,,
donated by,1028,item,person or organization who donated the object,,
crew member,1029,item,person that participated operating or serving aboard this vehicle,,
light characteristic of a lighthouse,1030,string,description of a navigational light sequence or colour displayed on a nautical chart,,
legal citation of this text,1031,string,legal citation of legislation or a court decision,,
Digital Rights Management system,1032,item,technologies  to control the use of digital content and devices after sale,,
GHS signal word,1033,item,"please use with items ""warning"" (Q15350847) and ""danger"" (Q15221217)",,
main food source,1034,item,"the species, genus or family that an organism depends on for nutrition",,
honorific suffix,1035,item,"word or expression with connotations conveying esteem or respect when used, after a name, in addressing or referring to a person",,
Dewey Decimal Classification,1036,string,"use with qualifier ""edition (p747)"" with item value ""DDC 23"" or create new item to represent the corresponding DDC edition",,
manager/director,1037,item,person who manages any kind of group,,
relative,1038,item,"non-direct family member (qualify with ""type of kinship"", P1039)",,
type of kinship,1039,item,"qualifier of ""relative (P1038)"" to indicate unusual family relationships (ancestor, son-in-law, adoptions, etc). Avoid using for relationships that can be derived from the family tree or have an explicit property (spouse, child, etc)",,
film editor,1040,item,"person who worked with the raw footage, selecting shots and combining them into sequences to create a finished motion picture",,
sockets supported,1041,item,socket for which the electronic part was made,,
ZDB identifier,1042,string,identifier for serials,,
IDEO Job ID,1043,string,occupation ID on IDEO,,
SWB editions,1044,string,union catalog of the South-West German Library Network (SWB),,
Sycomore ID,1045,string,"ID of a person in the Sycomore database, by the French National Assembly",,
discovery method,1046,item,way an exoplanet was discovered,,
Catholic Hierarchy ID,1047,string,ID of the person on catholic-hierarchy.org,,
NCL identifier,1048,string,authority control number of the National Central Library in Taiwan,,
deity of,1049,item,religion or group/civilization that worships a given deity,,
medical condition,1050,item,disease or other health problem affecting an individual human or other animal,,
PSH ID,1051,string,Identifier in the authority database of the Czech Technical Library,,
Portuguese Job Code CPP-2010,1052,string,,,
ResearcherID,1053,string,an identifying system for scientific authors,,
NDL editions,1054,string,ID in the National Diet Library (see also P349),,
NLM ID,1055,string,identifier in the catalog of the National Library of Medicine,,
produces,1056,item,"the material produced by a mine, an industrial site or a production process",,
chromosome,1057,item,chromosome on which an entity is localized,,
ERA Journal ID,1058,string,identifier for academic journals,,
CVR,1059,string,The Central Business Register identifier. Number for the official database of Danish companies/organizations,,
pathogen transmission process,1060,item,process by which a pathogen is transmitted,,
track gauge,1064,item,spacing of the rails on a railway track,,
archive URL,1065,url,URL to the archived web page specified with URL property,,
student of,1066,item,person who has taught this person,,
Thailand central administrative unit code,1067,string,identifier for each of the Thai central administrative units,,
instruction set,1068,item,instruction set on which the processor architecture is based,,
Danemark Job Code (DISCO-08),1069,string,Danemark Job Code DISCO-08 maintained by the DST and derived from ISCO,,
PlantList-ID,1070,string,ID in the database of 'The Plant List',,
place made,1071,item,place where the item was made; location of final assembly,,
readable file format,1072,item,file format a program can open and read,,
writable file format,1073,item,file format a program can create and/or write to,,
fictional analog of,1074,item,used to link a class of items appearing in a creative work with the analogous class of objects in the real world,,
rector,1075,item,rector of a university,,
ICTV virus ID,1076,string,"ID in the ""International Committee on Taxonomy of Viruses""-database",,
KOATUU identifier,1077,string,identifier for each of the Ukrainian administrative units,,
valvetrain configuration,1078,item,configuration of the valvetrain utilized by this engine,,
launch contractor,1079,item,organization contracted to launch the rocket,,
